,Data,Temperatura Mínima,Temperatura Máxima
762,1963-01-23,"15,8","24,6"
763,1963-01-24,"16,0","26,8"
764,1963-01-25,"18,2","27,0"
765,1963-01-26,"17,6","28,0"
766,1963-01-27,"19,0","28,0"
767,1963-01-28,"17,8","26,0"
768,1963-01-29,"17,8","25,2"
769,1963-01-30,"18,0","26,4"
770,1963-01-31,"16,8","21,8"
771,1963-02-01,"16,6","24,6"
772,1963-02-02,"16,2","25,0"
773,1963-02-03,"15,6","26,8"
774,1963-02-04,"15,8","27,0"
775,1963-02-05,"16,8","26,2"
776,1963-02-06,"15,2","24,8"
777,1963-02-07,"14,2","23,8"
778,1963-02-08,"12,0","23,6"
779,1963-02-09,"12,2","24,6"
780,1963-02-10,"14,4","25,6"
781,1963-02-11,"15,4","26,0"
782,1963-02-12,"16,6","26,0"
783,1963-02-13,"17,2","27,8"
784,1963-02-14,"15,0","27,6"
785,1963-02-15,"16,2","28,4"
786,1963-02-16,"17,0","29,0"
787,1963-02-17,"17,8","27,0"
788,1963-02-18,"17,8","26,8"
789,1963-02-19,"18,0","26,6"
790,1963-02-20,"18,6","25,2"
791,1963-02-21,"15,6","23,8"
792,1963-02-22,"14,0","19,2"
793,1963-02-23,"14,8","21,6"
794,1963-02-24,"16,4","20,4"
795,1963-02-25,"17,3","23,8"
796,1963-02-26,"17,0","23,0"
797,1963-02-27,"16,2","26,4"
798,1963-02-28,"18,0","28,6"
799,1963-03-01,"17,8","25,4"
800,1963-03-02,"15,2","25,6"
801,1963-03-03,"16,8","26,8"
802,1963-03-04,"17,2","28,0"
803,1963-03-05,"16,4","27,4"
804,1963-03-06,"17,2","28,4"
805,1963-03-07,"19,0","30,0"
806,1963-03-08,"15,8","28,8"
807,1963-03-09,"17,4","25,2"
808,1963-03-10,"16,2","25,8"
809,1963-03-11,"18,2","27,0"
810,1963-03-12,"16,4","28,2"
811,1963-03-13,"16,2","28,8"
812,1963-03-14,"16,6","28,0"
813,1963-03-15,"17,0","27,4"
814,1963-03-16,"16,6","26,0"
815,1963-03-17,"16,8","29,0"
816,1963-03-18,"18,6","29,6"
817,1963-03-19,"17,2","28,8"
818,1963-03-20,"17,2","26,0"
819,1963-03-21,"17,4","24,0"
820,1963-03-22,"16,8","22,4"
821,1963-03-23,"16,4","21,2"
822,1963-03-24,"14,6","24,6"
823,1963-03-25,"17,6","26,0"
824,1963-03-26,"17,6","22,6"
825,1963-03-27,"16,2","20,0"
826,1963-03-28,"13,2","17,6"
827,1963-03-29,"12,4","16,8"
828,1963-03-30,"12,6","22,0"
829,1963-03-31,"14,8","27,0"
830,1963-04-01,"16,4","27,0"
831,1963-04-02,"15,8","28,0"
832,1963-04-03,"15,2","26,0"
833,1963-04-04,"15,2","22,0"
834,1963-04-05,"14,4","25,0"
835,1963-04-06,"13,2","23,0"
836,1963-04-07,"14,0","24,0"
837,1963-04-08,"12,8","24,4"
838,1963-04-09,"14,8","21,0"
839,1963-04-10,"9,2","23,0"
840,1963-04-11,"11,6","23,8"
841,1963-04-12,"11,6","20,2"
842,1963-04-13,"8,8","25,0"
843,1963-04-14,"11,6","25,8"
844,1963-04-15,"14,2","18,4"
845,1963-04-16,"13,2","21,4"
846,1963-04-17,"10,2","21,6"
847,1963-04-18,"10,2","21,2"
848,1963-04-19,"10,4","22,2"
849,1963-04-20,"10,0","24,2"
850,1963-04-21,"10,6","25,4"
851,1963-04-22,"10,2","27,6"
852,1963-04-23,"11,4","26,6"
853,1963-04-24,"11,4","26,0"
854,1963-04-25,"11,2","27,0"
855,1963-04-26,"12,4","26,6"
856,1963-04-27,"12,2","26,0"
857,1963-04-28,"11,8","24,2"
858,1963-04-29,"11,4","25,0"
859,1963-04-30,"11,0","24,4"
860,1963-05-01,"12,0","24,0"
861,1963-05-02,"10,4","25,0"
862,1963-05-03,"13,0","21,8"
863,1963-05-04,"3,6","15,0"
864,1963-05-05,"2,2","22,4"
865,1963-05-06,"4,2","21,4"
866,1963-05-07,"7,4","23,0"
867,1963-05-08,"6,7","24,0"
868,1963-05-09,"10,8","23,0"
869,1963-05-10,"9,2","22,4"
870,1963-05-11,"11,6","24,0"
871,1963-05-12,"13,8","20,2"
872,1963-05-13,"14,0","23,0"
873,1963-05-14,"15,0","22,0"
874,1963-05-15,"14,2","22,8"
875,1963-05-16,"13,6","19,4"
876,1963-05-17,"10,7","15,0"
877,1963-05-18,"9,6","14,2"
878,1963-05-19,"7,4","19,0"
879,1963-05-20,"8,0","23,0"
880,1963-05-21,"6,0","21,6"
881,1963-05-22,"8,4","21,0"
882,1963-05-23,"10,6","21,6"
883,1963-05-24,"11,8","23,8"
884,1963-05-25,"10,4","17,0"
885,1963-05-26,"10,4","20,2"
886,1963-05-27,"9,6","20,8"
887,1963-05-28,"7,8","22,0"
888,1963-05-29,"9,0","21,0"
889,1963-05-30,"8,2","18,4"
890,1963-05-31,"8,2","16,6"
891,1963-06-01,"10,0","17,0"
892,1963-06-02,"8,0","16,0"
893,1963-06-03,"8,6","18,2"
894,1963-06-04,"8,6","19,6"
895,1963-06-05,"11,0","19,6"
896,1963-06-06,"11,0","21,6"
897,1963-06-07,"12,0","20,2"
898,1963-06-08,"9,4","21,0"
899,1963-06-09,"9,8","23,6"
900,1963-06-10,"11,2","22,6"
901,1963-06-11,"10,4","18,6"
902,1963-06-12,"8,2","18,0"
903,1963-06-13,"6,6","18,8"
904,1963-06-14,"8,2","12,0"
905,1963-06-15,"10,2","18,6"
906,1963-06-16,"6,2","14,0"
907,1963-06-17,"1,2","9,2"
908,1963-06-18,-,"15,0"
909,1963-06-19,"2,0","9,0"
910,1963-06-20,"2,8","11,2"
911,1963-06-21,"-1,6","14,2"
912,1963-06-22,"0,2","14,6"
913,1963-06-23,"5,2","17,2"
914,1963-06-24,"1,4","21,0"
915,1963-06-25,"6,4","21,4"
916,1963-06-26,"10,2","22,0"
917,1963-06-27,"10,2","20,2"
918,1963-06-28,"12,8","22,0"
919,1963-06-29,"12,0","22,0"
920,1963-06-30,"10,4","22,8"
921,1963-07-01,"10,2","23,2"
922,1963-07-02,"9,8","20,0"
923,1963-07-03,"10,0","17,8"
924,1963-07-04,"10,2","15,0"
925,1963-07-05,"9,2","16,0"
926,1963-07-06,"8,8","18,0"
927,1963-07-07,"8,8","20,0"
928,1963-07-08,"11,8","22,8"
929,1963-07-09,"15,0","22,6"
930,1963-07-10,"12,6","23,0"
931,1963-07-11,"10,0","22,0"
932,1963-07-12,"11,2","24,2"
933,1963-07-13,"11,4","23,2"
934,1963-07-14,"11,2","21,0"
935,1963-07-15,"10,8","18,6"
936,1963-07-16,"11,4","18,0"
937,1963-07-17,"13,6","22,0"
938,1963-07-18,"12,2","19,8"
939,1963-07-19,"7,8","21,6"
940,1963-07-20,"10,4","24,0"
941,1963-07-21,"14,4","23,8"
942,1963-07-22,"4,0","18,8"
943,1963-07-23,"-2,4","14,8"
944,1963-07-24,"2,0","16,2"
945,1963-07-25,"3,2","21,0"
946,1963-07-26,"9,6","23,6"
947,1963-07-27,"8,4","20,8"
948,1963-07-28,"9,2","22,2"
949,1963-07-29,"10,0","23,6"
950,1963-07-30,"11,4","23,0"
951,1963-07-31,"12,2","24,0"
952,1963-08-01,"10,6","24,2"
953,1963-08-02,"11,4","24,6"
954,1963-08-03,"10,6","24,0"
955,1963-08-04,"5,4","21,0"
956,1963-08-05,"1,2","7,0"
957,1963-08-06,"-6,2","12,0"
958,1963-08-07,"0,4","16,0"
959,1963-08-08,"6,0","23,0"
960,1963-08-09,"14,2","24,0"
961,1963-08-10,"15,4","25,4"
962,1963-08-11,"14,8",-
963,1963-08-12,"8,6","16,2"
964,1963-08-13,"5,4","18,0"
965,1963-08-14,"10,2","25,0"
966,1963-08-15,"11,2","18,8"
967,1963-08-16,"9,7","15,0"
968,1963-08-17,"6,2","12,0"
969,1963-08-18,"7,8","18,8"
970,1963-08-19,"10,2","19,0"
971,1963-08-20,"15,0","25,4"
972,1963-08-21,"18,2","26,8"
973,1963-08-22,"15,6","27,0"
974,1963-08-23,"7,6","26,6"
975,1963-08-24,"10,0","26,0"
976,1963-08-25,"14,4","22,4"
977,1963-08-26,"12,4","25,0"
978,1963-08-27,"13,4","25,6"
979,1963-08-28,"10,4","28,0"
980,1963-08-29,"17,0","29,4"
981,1963-08-30,"15,2","29,2"
982,1963-08-31,"16,8","29,0"
983,1963-09-01,"18,2","30,0"
984,1963-09-02,"15,4","29,6"
985,1963-09-03,"18,2","29,0"
986,1963-09-04,"19,2","27,8"
987,1963-09-05,"17,2","27,6"
988,1963-09-06,"14,2","28,2"
989,1963-09-07,"15,2","26,8"
990,1963-09-08,"16,6","26,0"
991,1963-09-09,"14,4","23,4"
992,1963-09-10,"13,2","26,8"
993,1963-09-11,"13,8","27,0"
994,1963-09-12,"14,0","22,0"
995,1963-09-13,"12,0","24,2"
996,1963-09-14,"11,4","27,6"
997,1963-09-15,"13,6","24,8"
998,1963-09-16,"10,4","24,4"
999,1963-09-17,"10,2","26,6"
1000,1963-09-18,"10,4","28,4"
1001,1963-09-19,"11,8","28,6"
1002,1963-09-20,"12,8","29,0"
1003,1963-09-21,"13,2","23,0"
1004,1963-09-22,"13,2","22,6"
1005,1963-09-23,"13,8","17,6"
1006,1963-09-24,"13,6","28,0"
1007,1963-09-25,"16,0","29,0"
1008,1963-09-26,"17,6","27,6"
1009,1963-09-27,"15,4","23,0"
1010,1963-09-28,"15,0","23,0"
1011,1963-09-29,"13,6","22,0"
1012,1963-09-30,"11,4","16,8"
1013,1963-10-01,"8,2","12,2"
1014,1963-10-02,"7,6","14,8"
1015,1963-10-03,"10,4","19,8"
1016,1963-10-04,"12,2","26,6"
1017,1963-10-05,"13,2","23,0"
1018,1963-10-06,"13,2","20,8"
1019,1963-10-07,"12,6","22,8"
1020,1963-10-08,"10,0","28,0"
1021,1963-10-09,"17,0","31,0"
1022,1963-10-10,"16,0","27,0"
1023,1963-10-11,"15,0","31,0"
1024,1963-10-12,"17,4","30,0"
1025,1963-10-13,"14,5","30,0"
1026,1963-10-14,"19,4","31,0"
1027,1963-10-15,"15,6","24,6"
1028,1963-10-16,"14,8","26,6"
1029,1963-10-17,"15,8","26,8"
1030,1963-10-18,"15,0","20,0"
1031,1963-10-19,"15,8","24,0"
1032,1963-10-20,"12,0","20,4"
1033,1963-10-21,"13,4","26,8"
1034,1963-10-22,"12,8","16,4"
1035,1963-10-23,"11,2","18,6"
1036,1963-10-24,"11,2","22,8"
1037,1963-10-25,"12,6","23,8"
1038,1963-10-26,"14,6","23,4"
1039,1963-10-27,"14,8","18,8"
1040,1963-10-28,"13,2","24,2"
1041,1963-10-29,"12,0","26,4"
1042,1963-10-30,"14,2","28,0"
1043,1963-10-31,"15,0","30,0"
1044,1963-11-01,"14,0","24,0"
1045,1963-11-02,"13,8","24,6"
1046,1963-11-03,"13,6","25,0"
1047,1963-11-04,"14,0","28,0"
1048,1963-11-05,"15,0","23,6"
1049,1963-11-06,"15,0","21,4"
1050,1963-11-07,"16,6","26,0"
1051,1963-11-08,"16,6","20,8"
1052,1963-11-09,"16,2","23,0"
1053,1963-11-10,"12,4","19,0"
1054,1963-11-11,"7,4","24,2"
1055,1963-11-12,"12,2","28,0"
1056,1963-11-13,"15,0","27,0"
1057,1963-11-14,"14,4","26,0"
1058,1963-11-15,"13,4","18,6"
1059,1963-11-16,"10,8","23,2"
1060,1963-11-17,"13,0","24,0"
1061,1963-11-18,"15,2","21,0"
1062,1963-11-19,"16,6","25,0"
1063,1963-11-20,"14,0","22,0"
1064,1963-11-21,"10,6","22,6"
1065,1963-11-22,"11,6","21,0"
1066,1963-11-23,"12,8","28,2"
1067,1963-11-24,"17,0","30,6"
1068,1963-11-25,"19,8","30,6"
1069,1963-11-26,"20,4","31,6"
1070,1963-11-27,"18,8","31,0"
1071,1963-11-28,"16,8","29,6"
1072,1963-11-29,"18,0","30,0"
1073,1963-11-30,"18,2","30,0"
1074,1963-12-01,"18,4","31,0"
1075,1963-12-02,"14,4","26,8"
1076,1963-12-03,"13,8","28,0"
1077,1963-12-04,"17,2","27,6"
1078,1963-12-05,"17,8","26,4"
1079,1963-12-06,"16,8","25,6"
1080,1963-12-07,"17,0","27,4"
1081,1963-12-08,"18,2","25,8"
1082,1963-12-09,"16,6","26,2"
1083,1963-12-10,"17,0","24,6"
1084,1963-12-11,"16,2","26,8"
1085,1963-12-12,"17,4","28,6"
1086,1963-12-13,"17,2","24,0"
1087,1963-12-14,"15,8","24,8"
1088,1963-12-15,"14,8","27,0"
1089,1963-12-16,"12,8","25,0"
1090,1963-12-17,"13,0","27,0"
1091,1963-12-18,"15,8","25,6"
1092,1963-12-19,"14,8","19,0"
1093,1963-12-20,"10,6","20,0"
1094,1963-12-21,"11,2","22,8"
1095,1963-12-22,"10,4","21,0"
1096,1963-12-23,"10,8","22,0"
1097,1963-12-24,"10,4","22,0"
1098,1963-12-25,"10,6","23,2"
1099,1963-12-26,"11,0","26,8"
1100,1963-12-27,"12,4","27,0"
1101,1963-12-28,"13,6","26,4"
1102,1963-12-29,"14,0","24,8"
1103,1963-12-30,"14,0","27,4"
1104,1963-12-31,"16,4","25,4"
1105,1964-01-01,"16,2","24,0"
1106,1964-01-02,"15,2","28,0"
1107,1964-01-03,"16,8","28,0"
1108,1964-01-04,"16,4","29,0"
1109,1964-01-05,"15,6","28,0"
1110,1964-01-06,"17,4","30,0"
1111,1964-01-07,"18,2","28,0"
1112,1964-01-08,"16,2","27,6"
1113,1964-01-09,"16,4","29,2"
1114,1964-01-10,"15,6","29,0"
1115,1964-01-11,"14,6","24,8"
1116,1964-01-12,"15,0","28,0"
1117,1964-01-13,"16,6","27,8"
1118,1964-01-14,"15,0","24,8"
1119,1964-01-15,"15,0","25,0"
1120,1964-01-16,"15,2","28,0"
1121,1964-01-17,"14,2","26,4"
1122,1964-01-18,"14,2","24,0"
1123,1964-01-19,"13,4","24,8"
1124,1964-01-20,"13,8","24,8"
1125,1964-01-21,"14,2","27,6"
1126,1964-01-22,"14,6","26,6"
1127,1964-01-23,"15,0","27,2"
1128,1964-01-24,"18,0","27,0"
1129,1964-01-25,"15,0","29,6"
1130,1964-01-26,"16,0","28,0"
1131,1964-01-27,"16,8","24,6"
1132,1964-01-28,"15,8","26,4"
1133,1964-01-29,"16,4","27,0"
1134,1964-01-30,"16,6","31,0"
1135,1964-01-31,"18,2","30,0"
1136,1964-02-01,"19,2","30,6"
1137,1964-02-02,"17,6","28,2"
1138,1964-02-03,"18,0","25,2"
1139,1964-02-04,"15,0","24,0"
1140,1964-02-05,"15,4","25,4"
1141,1964-02-06,"17,2","28,8"
1142,1964-02-07,"20,2","30,6"
1143,1964-02-08,"18,8","29,0"
1144,1964-02-09,"18,2","27,6"
1145,1964-02-10,"18,4","25,4"
1146,1964-02-11,"17,2","25,0"
1147,1964-02-12,"18,4","27,6"
1148,1964-02-13,"18,8","26,0"
1149,1964-02-14,"18,2","26,0"
1150,1964-02-15,"17,0","23,0"
1151,1964-02-16,"18,6","23,6"
1152,1964-02-17,"19,0","28,0"
1153,1964-02-18,"18,2","21,0"
1154,1964-02-19,"16,8","24,6"
1155,1964-02-20,"15,4","23,6"
1156,1964-02-21,"13,0","24,0"
1157,1964-02-22,"10,6","23,8"
1158,1964-02-23,"11,4","24,4"
1159,1964-02-24,"10,2","24,6"
1160,1964-02-25,"12,6","24,0"
1161,1964-02-26,"13,6","27,0"
1162,1964-02-27,"15,2","27,6"
1163,1964-02-28,"16,0","29,2"
1164,1964-02-29,"16,2","29,0"
1165,1964-03-01,"17,8","29,2"
1166,1964-03-02,"17,0","27,8"
1167,1964-03-03,"17,8","26,8"
1168,1964-03-04,"19,0","27,6"
1169,1964-03-05,"17,2","30,6"
1170,1964-03-06,"16,2","28,0"
1171,1964-03-07,"15,6","25,8"
1172,1964-03-08,"14,0","24,8"
1173,1964-03-09,"13,0","27,6"
1174,1964-03-10,"16,0","30,0"
1175,1964-03-11,"16,0","29,0"
1176,1964-03-12,"17,0","30,6"
1177,1964-03-13,"18,2","30,6"
1178,1964-03-14,"17,2","26,8"
1179,1964-03-15,"16,0","27,6"
1180,1964-03-16,"14,6","24,0"
1181,1964-03-17,"10,8","20,0"
1182,1964-03-18,"10,2","23,0"
1183,1964-03-19,"12,8","24,6"
1184,1964-03-20,"12,4","25,0"
1185,1964-03-21,"14,0","26,4"
1186,1964-03-22,"14,2","27,4"
1187,1964-03-23,"14,6","26,0"
1188,1964-03-24,"15,4","24,0"
1189,1964-03-25,"17,6","26,0"
1190,1964-03-26,"16,0","21,6"
1191,1964-03-27,"15,8","20,0"
1192,1964-03-28,"17,2","21,6"
1193,1964-03-29,"16,0","23,0"
1194,1964-03-30,"11,4","21,4"
1195,1964-03-31,"11,2","23,8"
1196,1964-04-01,"13,2","22,6"
1197,1964-04-02,"11,2","23,0"
1198,1964-04-03,"11,8","19,6"
1199,1964-04-04,"10,8","24,0"
1200,1964-04-05,"15,0","25,2"
1201,1964-04-06,"15,2","24,0"
1202,1964-04-07,"14,4","24,0"
1203,1964-04-08,"16,2","26,4"
1204,1964-04-09,"16,2","27,6"
1205,1964-04-10,"15,0","27,4"
1206,1964-04-11,"15,6","25,2"
1207,1964-04-12,"14,8","26,0"
1208,1964-04-13,"15,2","26,8"
1209,1964-04-14,"14,2","26,0"
1210,1964-04-15,"16,4","26,6"
1211,1964-04-16,"16,2","24,0"
1212,1964-04-17,"14,8","21,6"
1213,1964-04-18,"15,4","23,0"
1214,1964-04-19,"15,2","22,2"
1215,1964-04-20,"15,0","17,6"
1216,1964-04-21,"15,4","24,2"
1217,1964-04-22,"16,4","23,8"
1218,1964-04-23,"14,6","25,6"
1219,1964-04-24,"13,2","23,6"
1220,1964-04-25,"14,6","22,0"
1221,1964-04-26,"14,0","22,8"
1222,1964-04-27,"13,2","23,0"
1223,1964-04-28,"12,0","20,4"
1224,1964-04-29,"13,8","18,0"
1225,1964-04-30,"14,4","18,0"
1226,1964-05-01,"8,8","16,8"
1227,1964-05-02,"8,2","16,0"
1228,1964-05-03,"7,6","17,6"
1229,1964-05-04,"10,0","13,8"
1230,1964-05-05,"10,2","13,4"
1231,1964-05-06,"10,6","20,0"
1232,1964-05-07,"8,8","21,0"
1233,1964-05-08,"9,2","20,6"
1234,1964-05-09,"9,2","19,6"
1235,1964-05-10,"8,6","21,0"
1236,1964-05-11,"10,0","23,4"
1237,1964-05-12,"13,6","22,0"
1238,1964-05-13,"10,6","22,4"
1239,1964-05-14,"10,2","22,0"
1240,1964-05-15,"11,0","20,0"
1241,1964-05-16,"10,8","22,0"
1242,1964-05-17,"9,8","17,8"
1243,1964-05-18,"8,6","19,5"
1244,1964-05-19,"9,0","19,6"
1245,1964-05-20,"7,6","19,6"
1246,1964-05-21,"7,2","21,0"
1247,1964-05-22,"10,0","23,2"
1248,1964-05-23,"11,4","21,6"
1249,1964-05-24,"12,0","23,8"
1250,1964-05-25,"11,6","23,8"
1251,1964-05-26,"11,8","25,0"
1252,1964-05-27,"10,6","24,4"
1253,1964-05-28,"11,4","24,0"
1254,1964-05-29,"11,4","20,2"
1255,1964-05-30,"7,0","14,4"
1256,1964-05-31,"5,6","16,4"
1257,1964-06-01,"4,8","16,6"
1258,1964-06-02,"7,4","19,4"
1259,1964-06-03,"8,6","19,0"
1260,1964-06-04,"9,6","19,0"
1261,1964-06-05,"4,0","14,2"
1262,1964-06-06,"1,2","14,6"
1263,1964-06-07,"3,6","18,2"
1264,1964-06-08,"6,0","20,8"
1265,1964-06-09,"11,2","20,0"
1266,1964-06-10,"14,0","17,6"
1267,1964-06-11,"12,2","16,2"
1268,1964-06-12,"13,4","16,6"
1269,1964-06-13,"10,4","15,6"
1270,1964-06-14,"10,0","17,8"
1271,1964-06-15,"10,2","14,4"
1272,1964-06-16,"8,0","14,0"
1273,1964-06-17,"0,7","14,0"
1274,1964-06-18,"1,6","16,0"
1275,1964-06-19,"6,0","14,8"
1276,1964-06-20,"9,6","18,2"
1277,1964-06-21,"9,8","21,8"
1278,1964-06-22,"10,4","21,6"
1279,1964-06-23,"13,8","22,4"
1280,1964-06-24,"10,4","18,0"
1281,1964-06-25,"10,4","17,0"
1282,1964-06-26,"4,0","15,0"
1283,1964-06-27,"3,0","15,0"
1284,1964-06-28,"5,8","14,0"
1285,1964-06-29,"2,8","13,4"
1286,1964-06-30,"0,2","11,0"
1287,1964-07-01,"5,2","16,8"
1288,1964-07-02,"9,4","14,0"
1289,1964-07-03,"10,2","15,0"
1290,1964-07-04,"8,2","14,8"
1291,1964-07-05,"4,0","10,0"
1292,1964-07-06,"5,0","9,8"
1293,1964-07-07,"7,8","17,8"
1294,1964-07-08,"11,0","16,0"
1295,1964-07-09,"2,2","15,8"
1296,1964-07-10,"7,0","21,0"
1297,1964-07-11,"9,8","22,0"
1298,1964-07-12,"11,0","22,6"
1299,1964-07-13,"10,0","21,0"
1300,1964-07-14,"8,4","21,8"
1301,1964-07-15,"10,8","22,0"
1302,1964-07-16,"11,2","21,8"
1303,1964-07-17,"1,0","16,2"
1304,1964-07-18,"2,0","17,2"
1305,1964-07-19,"4,2","17,2"
1306,1964-07-20,"1,8","16,6"
1307,1964-07-21,"3,4","20,0"
1308,1964-07-22,"1,6","17,0"
1309,1964-07-23,"4,0","12,0"
1310,1964-07-24,"7,0","11,8"
1311,1964-07-25,"6,0","12,2"
1312,1964-07-26,"3,0","9,0"
1313,1964-07-27,"-2,2","11,2"
1314,1964-07-28,"0,2","15,8"
1315,1964-07-29,"2,0","15,6"
1316,1964-07-30,"6,0","21,6"
1317,1964-07-31,"10,2","23,0"
1318,1964-08-01,"11,8","23,0"
1319,1964-08-02,"9,8","18,2"
1320,1964-08-03,"2,4","17,6"
1321,1964-08-04,"4,6","15,0"
1322,1964-08-05,"6,2","15,4"
1323,1964-08-06,"7,4","21,0"
1324,1964-08-07,"10,6","22,0"
1325,1964-08-08,"6,2","16,6"
1326,1964-08-09,"4,6","15,0"
1327,1964-08-10,"2,8","17,0"
1328,1964-08-11,"4,6","12,2"
1329,1964-08-12,"9,2","18,2"
1330,1964-08-13,"10,6","20,2"
1331,1964-08-14,"9,8","21,6"
1332,1964-08-15,"10,2","15,6"
1333,1964-08-16,"9,6","22,0"
1334,1964-08-17,"13,8","24,6"
1335,1964-08-18,"11,2","24,6"
1336,1964-08-19,"13,6","20,4"
1337,1964-08-20,"11,0","14,6"
1338,1964-08-21,"9,0","12,0"
1339,1964-08-22,"11,2","17,6"
1340,1964-08-23,"10,2","15,2"
1341,1964-08-24,"8,0","22,4"
1342,1964-08-25,"11,8","17,8"
1343,1964-08-26,"11,0","21,4"
1344,1964-08-27,"10,4","16,0"
1345,1964-08-28,"12,0","24,0"
1346,1964-08-29,"15,0","24,2"
1347,1964-08-30,"13,0","20,6"
1348,1964-08-31,"11,2","25,0"
1349,1964-09-01,"16,8","24,8"
1350,1964-09-02,"2,5","21,0"
1351,1964-09-03,"-2,2","14,6"
1352,1964-09-04,"-0,6","19,0"
1353,1964-09-05,"4,6","14,6"
1354,1964-09-06,"10,2","23,2"
1355,1964-09-07,"13,2","26,0"
1356,1964-09-08,"13,2","19,0"
1357,1964-09-09,"15,0","23,6"
1358,1964-09-10,"13,4","18,8"
1359,1964-09-11,"10,0","20,0"
1360,1964-09-12,"5,0","22,0"
1361,1964-09-13,"5,6","22,6"
1362,1964-09-14,"7,0","26,8"
1363,1964-09-15,"14,8","28,0"
1364,1964-09-16,"16,0","28,4"
1365,1964-09-17,"15,0","29,0"
1366,1964-09-18,"13,4","28,0"
1367,1964-09-19,"14,4","28,0"
1368,1964-09-20,"16,8","28,0"
1369,1964-09-21,"15,4","27,4"
1370,1964-09-22,"14,0","19,6"
1371,1964-09-23,"13,0","22,4"
1372,1964-09-24,"11,0","22,6"
1373,1964-09-25,"12,2","17,0"
1374,1964-09-26,"11,8","23,6"
1375,1964-09-27,"12,6","24,6"
1376,1964-09-28,"13,0","18,8"
1377,1964-09-29,"9,2","27,4"
1378,1964-09-30,"12,0","18,8"
1379,1964-10-01,"10,0","23,0"
1380,1964-10-02,"11,2","22,6"
1381,1964-10-03,"13,0","23,0"
1382,1964-10-04,"9,6","21,0"
1383,1964-10-05,"10,4","21,4"
1384,1964-10-06,"12,2","17,0"
1385,1964-10-07,"11,4","21,8"
1386,1964-10-08,"11,6","22,0"
1387,1964-10-09,"10,6","22,6"
1388,1964-10-10,"11,8","23,8"
1389,1964-10-11,"10,6","22,8"
1390,1964-10-12,"9,2","22,8"
1391,1964-10-13,"10,2","23,4"
1392,1964-10-14,"9,4","23,4"
1393,1964-10-15,"8,6","22,6"
1394,1964-10-16,"9,4","25,0"
1395,1964-10-17,"10,8","26,0"
1396,1964-10-18,"10,4","25,6"
1397,1964-10-19,"13,8","19,6"
1398,1964-10-20,"13,0","20,4"
1399,1964-10-21,"11,6","17,8"
1400,1964-10-22,"4,6","18,8"
1401,1964-10-23,"6,8","23,0"
1402,1964-10-24,"10,0","26,0"
1403,1964-10-25,"13,2","26,0"
1404,1964-10-26,"13,6","22,4"
1405,1964-10-27,"13,2","27,0"
1406,1964-10-28,"13,8","27,0"
1407,1964-10-29,"14,8","27,8"
1408,1964-10-30,"15,0","26,4"
1409,1964-10-31,"13,2","26,4"
1410,1964-11-01,"12,8","23,8"
1411,1964-11-02,"9,4","23,6"
1412,1964-11-03,"8,6","23,4"
1413,1964-11-04,"11,0","24,6"
1414,1964-11-05,"14,0","23,8"
1415,1964-11-06,"10,4","23,6"
1416,1964-11-07,"9,4","25,0"
1417,1964-11-08,"10,8","26,0"
1418,1964-11-09,"13,4","24,0"
1419,1964-11-10,"8,2","20,6"
1420,1964-11-11,"6,4","20,0"
1421,1964-11-12,"7,4","21,2"
1422,1964-11-13,"9,0","25,6"
1423,1964-11-14,"12,8","28,2"
1424,1964-11-15,"12,6","21,0"
1425,1964-11-16,"13,2","20,2"
1426,1964-11-17,"10,4","21,8"
1427,1964-11-18,"14,8","22,4"
1428,1964-11-19,"16,8","25,2"
1429,1964-11-20,"9,6","19,8"
1430,1964-11-21,"15,0","24,0"
1431,1964-11-22,"13,0","20,0"
1432,1964-11-23,"10,4","23,4"
1433,1964-11-24,"9,2","24,4"
1434,1964-11-25,"12,4","26,0"
1435,1964-11-26,"10,8","25,0"
1436,1964-11-27,"11,0","26,6"
1437,1964-11-28,"17,2","28,4"
1438,1964-11-29,"18,6","27,0"
1439,1964-11-30,"11,8","23,6"
1440,1964-12-01,"14,8","23,6"
1441,1964-12-02,"16,2","22,8"
1442,1964-12-03,"11,2","21,0"
1443,1964-12-04,"8,6","17,0"
1444,1964-12-05,"8,4","19,8"
1445,1964-12-06,"10,2","25,0"
1446,1964-12-07,"10,4","26,0"
1447,1964-12-08,"13,8","27,0"
1448,1964-12-09,"15,2","27,0"
1449,1964-12-10,"14,0","27,6"
1450,1964-12-11,"16,8","26,8"
1451,1964-12-12,"17,0","21,2"
1452,1964-12-13,"15,2","23,6"
1453,1964-12-14,"10,2","20,8"
1454,1964-12-15,"9,0","23,0"
1455,1964-12-16,"14,8","24,6"
1456,1964-12-17,"16,6","26,0"
1457,1964-12-18,"14,8","24,0"
1458,1964-12-19,"12,0","25,6"
1459,1964-12-20,"15,8","28,0"
1460,1964-12-21,"16,0","28,4"
1461,1964-12-22,"15,8","21,0"
1462,1964-12-23,"12,2","24,6"
1463,1964-12-24,"16,0","26,0"
1464,1964-12-25,"17,2","26,0"
1465,1964-12-26,"15,0","20,2"
1466,1964-12-27,"13,6","26,4"
1467,1964-12-28,"16,2","22,6"
1468,1964-12-29,"14,0","21,2"
1469,1964-12-30,"10,0","24,0"
1470,1964-12-31,"14,2","25,4"
1471,1965-01-01,"15,2","24,6"
