,Data,Temperatura Mínima,Temperatura Máxima
4525,1973-05-13,"0,1","17,8"
4526,1973-05-14,"2,0","17,8"
4527,1973-05-15,"4,0","16,0"
4528,1973-05-16,"7,0","20,0"
4529,1973-05-17,"6,1","21,0"
4530,1973-05-18,"7,4","23,0"
4531,1973-05-19,"10,9","22,9"
4532,1973-05-20,"12,8","22,0"
4533,1973-05-21,"11,4","18,5"
4534,1973-05-22,"8,8","22,0"
4535,1973-05-23,"9,0","18,5"
4536,1973-05-24,"9,0","24,0"
4537,1973-05-25,"12,9","22,6"
4538,1973-05-26,"13,3","23,3"
4539,1973-05-27,"13,9","26,0"
4540,1973-05-28,"13,9","26,0"
4541,1973-05-29,"13,7","25,2"
4542,1973-05-30,"10,9","25,8"
4543,1973-05-31,"12,0","25,0"
4544,1973-06-01,"11,8","20,0"
4545,1973-06-02,"10,9","23,0"
4546,1973-06-03,"11,8","17,0"
4547,1973-06-04,"11,9","20,0"
4548,1973-06-05,"12,9","22,0"
4549,1973-06-06,"15,1","26,0"
4550,1973-06-07,"13,1","25,0"
4551,1973-06-08,"13,9","24,0"
4552,1973-06-09,"14,1","20,0"
4553,1973-06-10,"9,1","20,0"
4554,1973-06-11,"5,5","23,0"
4555,1973-06-12,"8,5","24,8"
4556,1973-06-13,"11,9","19,9"
4557,1973-06-14,"9,6","23,0"
4558,1973-06-15,-,"23,9"
4559,1973-06-16,"11,7","23,0"
4560,1973-06-17,"12,9","18,3"
4561,1973-06-18,"3,1","15,0"
4562,1973-06-19,"-0,1","11,1"
4563,1973-06-20,"0,4","21,0"
4564,1973-06-21,"4,9","23,1"
4565,1973-06-22,"7,8","23,8"
4566,1973-06-23,"3,7","22,9"
4567,1973-06-24,"3,8","18,0"
4568,1973-06-25,"4,0","15,8"
4569,1973-06-26,"-0,1","20,5"
4570,1973-06-27,"2,9","13,0"
4571,1973-06-28,"0,8","13,8"
4572,1973-06-29,"0,1","21,2"
4573,1973-06-30,"5,1","23,9"
4574,1973-07-01,-,-
4575,1973-07-02,-,-
4576,1973-07-03,-,-
4577,1973-07-04,-,-
4578,1973-07-05,-,-
4579,1973-07-06,-,-
4580,1973-07-07,-,-
4581,1973-07-08,-,-
4582,1973-07-09,-,-
4583,1973-07-10,-,-
4584,1973-07-11,-,-
4585,1973-07-12,-,-
4586,1973-07-13,-,-
4587,1973-07-14,-,-
4588,1973-07-15,-,-
4589,1973-07-16,-,-
4590,1973-07-17,-,-
4591,1973-07-18,-,-
4592,1973-07-19,-,-
4593,1973-07-20,-,-
4594,1973-07-21,-,-
4595,1973-07-22,-,-
4596,1973-07-23,-,-
4597,1973-07-24,-,-
4598,1973-07-25,-,-
4599,1973-07-26,-,-
4600,1973-07-27,-,-
4601,1973-07-28,-,-
4602,1973-07-29,-,-
4603,1973-07-30,-,-
4604,1973-07-31,-,-
4605,1973-08-01,-,-
4606,1973-08-02,-,-
4607,1973-08-03,-,-
4608,1973-08-04,-,-
4609,1973-08-05,-,-
4610,1973-08-06,-,-
4611,1973-08-07,-,-
4612,1973-08-08,-,-
4613,1973-08-09,-,-
4614,1973-08-10,-,-
4615,1973-08-11,-,-
4616,1973-08-12,-,-
4617,1973-08-13,-,-
4618,1973-08-14,-,-
4619,1973-08-15,-,-
4620,1973-08-16,-,-
4621,1973-08-17,-,-
4622,1973-08-18,-,-
4623,1973-08-19,-,-
4624,1973-08-20,-,-
4625,1973-08-21,-,-
4626,1973-08-22,-,-
4627,1973-08-23,-,-
4628,1973-08-24,-,-
4629,1973-08-25,-,-
4630,1973-08-26,-,-
4631,1973-08-27,-,-
4632,1973-08-28,-,-
4633,1973-08-29,-,-
4634,1973-08-30,-,-
4635,1973-08-31,-,-
4636,1973-09-01,-,-
4637,1973-09-02,-,-
4638,1973-09-03,-,-
4639,1973-09-04,-,-
4640,1973-09-05,-,-
4641,1973-09-06,-,-
4642,1973-09-07,-,-
4643,1973-09-08,-,-
4644,1973-09-09,-,-
4645,1973-09-10,-,-
4646,1973-09-11,-,-
4647,1973-09-12,-,-
4648,1973-09-13,-,-
4649,1973-09-14,-,-
4650,1973-09-15,-,-
4651,1973-09-16,-,-
4652,1973-09-17,-,-
4653,1973-09-18,-,-
4654,1973-09-19,-,-
4655,1973-09-20,-,-
4656,1973-09-21,-,-
4657,1973-09-22,-,-
4658,1973-09-23,-,-
4659,1973-09-24,-,-
4660,1973-09-25,-,-
4661,1973-09-26,-,-
4662,1973-09-27,-,-
4663,1973-09-28,-,-
4664,1973-09-29,-,-
4665,1973-09-30,-,-
4666,1973-10-01,-,-
4667,1973-10-02,-,-
4668,1973-10-03,-,-
4669,1973-10-04,-,-
4670,1973-10-05,-,-
4671,1973-10-06,-,-
4672,1973-10-07,-,-
4673,1973-10-08,-,-
4674,1973-10-09,-,-
4675,1973-10-10,-,-
4676,1973-10-11,-,-
4677,1973-10-12,-,-
4678,1973-10-13,-,-
4679,1973-10-14,-,-
4680,1973-10-15,-,-
4681,1973-10-16,-,-
4682,1973-10-17,-,-
4683,1973-10-18,-,-
4684,1973-10-19,-,-
4685,1973-10-20,-,-
4686,1973-10-21,-,-
4687,1973-10-22,-,-
4688,1973-10-23,-,-
4689,1973-10-24,-,-
4690,1973-10-25,-,-
4691,1973-10-26,-,-
4692,1973-10-27,-,-
4693,1973-10-28,-,-
4694,1973-10-29,-,-
4695,1973-10-30,-,-
4696,1973-10-31,-,-
4697,1973-11-01,-,-
4698,1973-11-02,-,-
4699,1973-11-03,-,-
4700,1973-11-04,-,-
4701,1973-11-05,-,-
4702,1973-11-06,-,-
4703,1973-11-07,-,-
4704,1973-11-08,-,-
4705,1973-11-09,-,-
4706,1973-11-10,-,-
4707,1973-11-11,-,-
4708,1973-11-12,-,-
4709,1973-11-13,-,-
4710,1973-11-14,-,-
4711,1973-11-15,-,-
4712,1973-11-16,-,-
4713,1973-11-17,-,-
4714,1973-11-18,-,-
4715,1973-11-19,-,-
4716,1973-11-20,-,-
4717,1973-11-21,-,-
4718,1973-11-22,-,-
4719,1973-11-23,-,-
4720,1973-11-24,-,-
4721,1973-11-25,-,-
4722,1973-11-26,-,-
4723,1973-11-27,-,-
4724,1973-11-28,-,-
4725,1973-11-29,-,-
4726,1973-11-30,-,-
4727,1973-12-01,-,-
4728,1973-12-02,-,-
4729,1973-12-03,-,-
4730,1973-12-04,-,-
4731,1973-12-05,-,-
4732,1973-12-06,-,-
4733,1973-12-07,-,-
4734,1973-12-08,-,-
4735,1973-12-09,-,-
4736,1973-12-10,-,-
4737,1973-12-11,-,-
4738,1973-12-12,-,-
4739,1973-12-13,-,-
4740,1973-12-14,-,-
4741,1973-12-15,-,-
4742,1973-12-16,-,-
4743,1973-12-17,-,-
4744,1973-12-18,-,-
4745,1973-12-19,-,-
4746,1973-12-20,-,-
4747,1973-12-21,-,-
4748,1973-12-22,-,-
4749,1973-12-23,-,-
4750,1973-12-24,-,-
4751,1973-12-25,-,-
4752,1973-12-26,-,-
4753,1973-12-27,-,-
4754,1973-12-28,-,-
4755,1973-12-29,-,-
4756,1973-12-30,-,-
4757,1973-12-31,-,-
4758,1974-01-01,-,-
4759,1974-01-02,-,-
4760,1974-01-03,-,-
4761,1974-01-04,-,-
4762,1974-01-05,-,-
4763,1974-01-06,-,-
4764,1974-01-07,-,-
4765,1974-01-08,-,-
4766,1974-01-09,-,-
4767,1974-01-10,-,-
4768,1974-01-11,-,-
4769,1974-01-12,-,-
4770,1974-01-13,-,-
4771,1974-01-14,-,-
4772,1974-01-15,-,-
4773,1974-01-16,-,-
4774,1974-01-17,-,-
4775,1974-01-18,-,-
4776,1974-01-19,-,-
4777,1974-01-20,-,-
4778,1974-01-21,-,-
4779,1974-01-22,-,-
4780,1974-01-23,-,-
4781,1974-01-24,-,-
4782,1974-01-25,-,-
4783,1974-01-26,-,-
4784,1974-01-27,-,-
4785,1974-01-28,-,-
4786,1974-01-29,-,-
4787,1974-01-30,-,-
4788,1974-01-31,-,-
4789,1974-02-01,-,-
4790,1974-02-02,-,-
4791,1974-02-03,-,-
4792,1974-02-04,-,-
4793,1974-02-05,-,-
4794,1974-02-06,-,-
4795,1974-02-07,-,-
4796,1974-02-08,-,-
4797,1974-02-09,-,-
4798,1974-02-10,-,-
4799,1974-02-11,-,-
4800,1974-02-12,-,-
4801,1974-02-13,-,-
4802,1974-02-14,-,-
4803,1974-02-15,-,-
4804,1974-02-16,-,-
4805,1974-02-17,-,-
4806,1974-02-18,-,-
4807,1974-02-19,-,-
4808,1974-02-20,-,-
4809,1974-02-21,-,-
4810,1974-02-22,-,-
4811,1974-02-23,-,-
4812,1974-02-24,-,-
4813,1974-02-25,-,-
4814,1974-02-26,-,-
4815,1974-02-27,-,-
4816,1974-02-28,-,-
4817,1974-03-01,-,-
4818,1974-03-02,-,-
4819,1974-03-03,-,-
4820,1974-03-04,-,-
4821,1974-03-05,-,-
4822,1974-03-06,-,-
4823,1974-03-07,-,-
4824,1974-03-08,-,-
4825,1974-03-09,-,-
4826,1974-03-10,-,-
4827,1974-03-11,-,-
4828,1974-03-12,-,-
4829,1974-03-13,-,-
4830,1974-03-14,-,-
4831,1974-03-15,-,-
4832,1974-03-16,-,-
4833,1974-03-17,-,-
4834,1974-03-18,-,-
4835,1974-03-19,-,-
4836,1974-03-20,-,-
4837,1974-03-21,-,-
4838,1974-03-22,-,-
4839,1974-03-23,-,-
4840,1974-03-24,-,-
4841,1974-03-25,-,-
4842,1974-03-26,-,-
4843,1974-03-27,-,-
4844,1974-03-28,-,-
4845,1974-03-29,-,-
4846,1974-03-30,-,-
4847,1974-03-31,-,-
4848,1974-04-01,-,-
4849,1974-04-02,-,-
4850,1974-04-03,-,-
4851,1974-04-04,-,-
4852,1974-04-05,-,-
4853,1974-04-06,-,-
4854,1974-04-07,-,-
4855,1974-04-08,-,-
4856,1974-04-09,-,-
4857,1974-04-10,-,-
4858,1974-04-11,-,-
4859,1974-04-12,-,-
4860,1974-04-13,-,-
4861,1974-04-14,-,-
4862,1974-04-15,-,-
4863,1974-04-16,-,-
4864,1974-04-17,-,-
4865,1974-04-18,-,-
4866,1974-04-19,-,-
4867,1974-04-20,-,-
4868,1974-04-21,-,-
4869,1974-04-22,-,-
4870,1974-04-23,-,-
4871,1974-04-24,-,-
4872,1974-04-25,-,-
4873,1974-04-26,-,-
4874,1974-04-27,-,-
4875,1974-04-28,-,-
4876,1974-04-29,-,-
4877,1974-04-30,-,-
4878,1974-05-01,-,-
4879,1974-05-02,-,-
4880,1974-05-03,-,-
4881,1974-05-04,-,-
4882,1974-05-05,-,-
4883,1974-05-06,-,-
4884,1974-05-07,-,-
4885,1974-05-08,-,-
4886,1974-05-09,-,-
4887,1974-05-10,-,-
4888,1974-05-11,-,-
4889,1974-05-12,-,-
4890,1974-05-13,-,-
4891,1974-05-14,-,-
4892,1974-05-15,-,-
4893,1974-05-16,-,-
4894,1974-05-17,-,-
4895,1974-05-18,-,-
4896,1974-05-19,-,-
4897,1974-05-20,-,-
4898,1974-05-21,-,-
4899,1974-05-22,-,-
4900,1974-05-23,-,-
4901,1974-05-24,-,-
4902,1974-05-25,-,-
4903,1974-05-26,-,-
4904,1974-05-27,-,-
4905,1974-05-28,-,-
4906,1974-05-29,-,-
4907,1974-05-30,-,-
4908,1974-05-31,-,-
4909,1974-06-01,-,-
4910,1974-06-02,-,-
4911,1974-06-03,-,-
4912,1974-06-04,-,-
4913,1974-06-05,-,-
4914,1974-06-06,-,-
4915,1974-06-07,-,-
4916,1974-06-08,-,-
4917,1974-06-09,-,-
4918,1974-06-10,-,-
4919,1974-06-11,-,-
4920,1974-06-12,-,-
4921,1974-06-13,-,-
4922,1974-06-14,-,-
4923,1974-06-15,-,-
4924,1974-06-16,-,-
4925,1974-06-17,-,-
4926,1974-06-18,-,-
4927,1974-06-19,-,-
4928,1974-06-20,-,-
4929,1974-06-21,-,-
4930,1974-06-22,-,-
4931,1974-06-23,-,-
4932,1974-06-24,-,-
4933,1974-06-25,-,-
4934,1974-06-26,-,-
4935,1974-06-27,-,-
4936,1974-06-28,-,-
4937,1974-06-29,-,-
4938,1974-06-30,-,-
4939,1974-07-01,-,-
4940,1974-07-02,-,-
4941,1974-07-03,-,-
4942,1974-07-04,-,-
4943,1974-07-05,-,-
4944,1974-07-06,-,-
4945,1974-07-07,-,-
4946,1974-07-08,-,-
4947,1974-07-09,-,-
4948,1974-07-10,-,-
4949,1974-07-11,-,-
4950,1974-07-12,-,-
4951,1974-07-13,-,-
4952,1974-07-14,-,-
4953,1974-07-15,-,-
4954,1974-07-16,-,-
4955,1974-07-17,-,-
4956,1974-07-18,-,-
4957,1974-07-19,-,-
4958,1974-07-20,-,-
4959,1974-07-21,-,-
4960,1974-07-22,-,-
4961,1974-07-23,-,-
4962,1974-07-24,-,-
4963,1974-07-25,-,-
4964,1974-07-26,-,-
4965,1974-07-27,-,-
4966,1974-07-28,-,-
4967,1974-07-29,-,-
4968,1974-07-30,-,-
4969,1974-07-31,-,-
4970,1974-08-01,-,-
4971,1974-08-02,-,-
4972,1974-08-03,-,-
4973,1974-08-04,-,-
4974,1974-08-05,-,-
4975,1974-08-06,-,-
4976,1974-08-07,-,-
4977,1974-08-08,-,-
4978,1974-08-09,-,-
4979,1974-08-10,-,-
4980,1974-08-11,-,-
4981,1974-08-12,-,-
4982,1974-08-13,-,-
4983,1974-08-14,-,-
4984,1974-08-15,-,-
4985,1974-08-16,-,-
4986,1974-08-17,-,-
4987,1974-08-18,-,-
4988,1974-08-19,-,-
4989,1974-08-20,-,-
4990,1974-08-21,-,-
4991,1974-08-22,-,-
4992,1974-08-23,-,-
4993,1974-08-24,-,-
4994,1974-08-25,-,-
4995,1974-08-26,-,-
4996,1974-08-27,-,-
4997,1974-08-28,-,-
4998,1974-08-29,-,-
4999,1974-08-30,-,-
5000,1974-08-31,-,-
5001,1974-09-01,-,-
5002,1974-09-02,-,-
5003,1974-09-03,-,-
5004,1974-09-04,-,-
5005,1974-09-05,-,-
5006,1974-09-06,-,-
5007,1974-09-07,-,-
5008,1974-09-08,-,-
5009,1974-09-09,-,-
5010,1974-09-10,-,-
5011,1974-09-11,-,-
5012,1974-09-12,-,-
5013,1974-09-13,-,-
5014,1974-09-14,-,-
5015,1974-09-15,-,-
5016,1974-09-16,-,-
5017,1974-09-17,-,-
5018,1974-09-18,-,-
5019,1974-09-19,-,-
5020,1974-09-20,-,-
5021,1974-09-21,-,-
5022,1974-09-22,-,-
5023,1974-09-23,-,-
5024,1974-09-24,-,-
5025,1974-09-25,-,-
5026,1974-09-26,-,-
5027,1974-09-27,-,-
5028,1974-09-28,-,-
5029,1974-09-29,-,-
5030,1974-09-30,-,-
5031,1974-10-01,-,-
5032,1974-10-02,-,-
5033,1974-10-03,-,-
5034,1974-10-04,-,-
5035,1974-10-05,-,-
5036,1974-10-06,-,-
5037,1974-10-07,-,-
5038,1974-10-08,-,-
5039,1974-10-09,-,-
5040,1974-10-10,-,-
5041,1974-10-11,-,-
5042,1974-10-12,-,-
5043,1974-10-13,-,-
5044,1974-10-14,-,-
5045,1974-10-15,-,-
5046,1974-10-16,-,-
5047,1974-10-17,-,-
5048,1974-10-18,-,-
5049,1974-10-19,-,-
5050,1974-10-20,-,-
5051,1974-10-21,-,-
5052,1974-10-22,-,-
5053,1974-10-23,-,-
5054,1974-10-24,-,-
5055,1974-10-25,-,-
5056,1974-10-26,-,-
5057,1974-10-27,-,-
5058,1974-10-28,-,-
5059,1974-10-29,-,-
5060,1974-10-30,-,-
5061,1974-10-31,-,-
5062,1974-11-01,-,-
5063,1974-11-02,-,-
5064,1974-11-03,-,-
5065,1974-11-04,-,-
5066,1974-11-05,-,-
5067,1974-11-06,-,-
5068,1974-11-07,-,-
5069,1974-11-08,-,-
5070,1974-11-09,-,-
5071,1974-11-10,-,-
5072,1974-11-11,-,-
5073,1974-11-12,-,-
5074,1974-11-13,-,-
5075,1974-11-14,-,-
5076,1974-11-15,-,-
5077,1974-11-16,-,-
5078,1974-11-17,-,-
5079,1974-11-18,-,-
5080,1974-11-19,-,-
5081,1974-11-20,-,-
5082,1974-11-21,-,-
5083,1974-11-22,-,-
5084,1974-11-23,-,-
5085,1974-11-24,-,-
5086,1974-11-25,-,-
5087,1974-11-26,-,-
5088,1974-11-27,-,-
5089,1974-11-28,-,-
5090,1974-11-29,-,-
5091,1974-11-30,-,-
5092,1974-12-01,-,-
5093,1974-12-02,-,-
5094,1974-12-03,-,-
5095,1974-12-04,-,-
5096,1974-12-05,-,-
5097,1974-12-06,-,-
5098,1974-12-07,-,-
5099,1974-12-08,-,-
5100,1974-12-09,-,-
5101,1974-12-10,-,-
5102,1974-12-11,-,-
5103,1974-12-12,-,-
5104,1974-12-13,-,-
5105,1974-12-14,-,-
5106,1974-12-15,-,-
5107,1974-12-16,-,-
5108,1974-12-17,-,-
5109,1974-12-18,-,-
5110,1974-12-19,-,-
5111,1974-12-20,-,-
5112,1974-12-21,-,-
5113,1974-12-22,-,-
5114,1974-12-23,-,-
5115,1974-12-24,-,-
5116,1974-12-25,-,-
5117,1974-12-26,-,-
5118,1974-12-27,-,-
5119,1974-12-28,-,-
5120,1974-12-29,-,-
5121,1974-12-30,-,-
5122,1974-12-31,-,-
5123,1975-01-01,-,-
5124,1975-01-02,-,-
5125,1975-01-03,-,-
5126,1975-01-04,-,-
5127,1975-01-05,-,-
5128,1975-01-06,-,-
5129,1975-01-07,-,-
5130,1975-01-08,-,-
5131,1975-01-09,-,-
5132,1975-01-10,-,-
5133,1975-01-11,-,-
5134,1975-01-12,-,-
5135,1975-01-13,-,-
5136,1975-01-14,-,-
5137,1975-01-15,-,-
5138,1975-01-16,-,-
5139,1975-01-17,-,-
5140,1975-01-18,-,-
5141,1975-01-19,-,-
5142,1975-01-20,-,-
5143,1975-01-21,-,-
5144,1975-01-22,-,-
5145,1975-01-23,-,-
5146,1975-01-24,-,-
5147,1975-01-25,-,-
5148,1975-01-26,-,-
5149,1975-01-27,-,-
5150,1975-01-28,-,-
5151,1975-01-29,-,-
5152,1975-01-30,-,-
5153,1975-01-31,-,-
5154,1975-02-01,-,-
5155,1975-02-02,-,-
5156,1975-02-03,-,-
5157,1975-02-04,-,-
5158,1975-02-05,-,-
5159,1975-02-06,-,-
5160,1975-02-07,-,-
5161,1975-02-08,-,-
5162,1975-02-09,-,-
5163,1975-02-10,-,-
5164,1975-02-11,-,-
5165,1975-02-12,-,-
5166,1975-02-13,-,-
5167,1975-02-14,-,-
5168,1975-02-15,-,-
5169,1975-02-16,-,-
5170,1975-02-17,-,-
5171,1975-02-18,-,-
5172,1975-02-19,-,-
5173,1975-02-20,-,-
5174,1975-02-21,-,-
5175,1975-02-22,-,-
5176,1975-02-23,-,-
5177,1975-02-24,-,-
5178,1975-02-25,-,-
5179,1975-02-26,-,-
5180,1975-02-27,-,-
5181,1975-02-28,-,-
5182,1975-03-01,-,-
5183,1975-03-02,-,-
5184,1975-03-03,-,-
5185,1975-03-04,-,-
5186,1975-03-05,-,-
5187,1975-03-06,-,-
5188,1975-03-07,-,-
5189,1975-03-08,-,-
5190,1975-03-09,-,-
5191,1975-03-10,-,-
5192,1975-03-11,-,-
5193,1975-03-12,-,-
5194,1975-03-13,-,-
5195,1975-03-14,-,-
5196,1975-03-15,-,-
5197,1975-03-16,-,-
5198,1975-03-17,-,-
5199,1975-03-18,-,-
5200,1975-03-19,-,-
5201,1975-03-20,-,-
5202,1975-03-21,-,-
5203,1975-03-22,-,-
5204,1975-03-23,-,-
5205,1975-03-24,-,-
5206,1975-03-25,-,-
5207,1975-03-26,-,-
5208,1975-03-27,-,-
5209,1975-03-28,-,-
5210,1975-03-29,-,-
5211,1975-03-30,-,-
5212,1975-03-31,-,-
5213,1975-04-01,-,-
5214,1975-04-02,-,-
5215,1975-04-03,-,-
5216,1975-04-04,-,-
5217,1975-04-05,-,-
5218,1975-04-06,-,-
5219,1975-04-07,-,-
5220,1975-04-08,-,-
5221,1975-04-09,-,-
5222,1975-04-10,-,-
5223,1975-04-11,-,-
5224,1975-04-12,-,-
5225,1975-04-13,-,-
5226,1975-04-14,-,-
5227,1975-04-15,-,-
5228,1975-04-16,-,-
5229,1975-04-17,-,-
5230,1975-04-18,-,-
5231,1975-04-19,-,-
5232,1975-04-20,-,-
5233,1975-04-21,-,-
5234,1975-04-22,-,-
5235,1975-04-23,-,-
5236,1975-04-24,-,-
5237,1975-04-25,-,-
5238,1975-04-26,-,-
5239,1975-04-27,-,-
5240,1975-04-28,-,-
5241,1975-04-29,-,-
5242,1975-04-30,-,-
5243,1975-05-01,"13,4","17,2"
5244,1975-05-02,"14,0","19,0"
5245,1975-05-03,"8,4","15,0"
5246,1975-05-04,"5,5","23,2"
5247,1975-05-05,"9,5","18,4"
5248,1975-05-06,"8,0","19,0"
5249,1975-05-07,"10,3","23,0"
5250,1975-05-08,"12,8","23,6"
5251,1975-05-09,"12,8","23,4"
5252,1975-05-10,"10,2","24,0"
5253,1975-05-11,"9,6","24,7"
5254,1975-05-12,"7,5","25,2"
5255,1975-05-13,"9,0","22,6"
5256,1975-05-14,"9,6","19,2"
5257,1975-05-15,"12,8","22,0"
5258,1975-05-16,"14,4","19,0"
5259,1975-05-17,"12,4","21,0"
5260,1975-05-18,"4,2","20,6"
5261,1975-05-19,"7,2","16,9"
5262,1975-05-20,"7,0","15,0"
5263,1975-05-21,"7,5","17,8"
5264,1975-05-22,"6,8","18,5"
5265,1975-05-23,"8,0","18,1"
5266,1975-05-24,"6,2","17,9"
5267,1975-05-25,"6,5","20,6"
5268,1975-05-26,"8,7","21,0"
5269,1975-05-27,"8,3","21,1"
5270,1975-05-28,"8,0","21,8"
5271,1975-05-29,"4,2","21,8"
5272,1975-05-30,"6,8","21,3"
5273,1975-05-31,"9,2","20,0"
5274,1975-06-01,"11,1","21,0"
5275,1975-06-02,"13,5","19,8"
5276,1975-06-03,"14,0","17,2"
5277,1975-06-04,"13,8","18,0"
5278,1975-06-05,"11,9","15,5"
5279,1975-06-06,"7,0","16,8"
5280,1975-06-07,"2,5","12,5"
5281,1975-06-08,"1,8","18,7"
5282,1975-06-09,"1,0","21,0"
5283,1975-06-10,"6,5","22,2"
5284,1975-06-11,"9,0","24,3"
5285,1975-06-12,"11,0","25,2"
5286,1975-06-13,"9,6","24,4"
5287,1975-06-14,"10,0","23,8"
5288,1975-06-15,"7,2","18,2"
5289,1975-06-16,"8,9","18,0"
5290,1975-06-17,"9,2","19,0"
5291,1975-06-18,"7,9","18,0"
5292,1975-06-19,"8,2","21,0"
5293,1975-06-20,"8,9","22,0"
5294,1975-06-21,"10,1","23,0"
5295,1975-06-22,"12,9","17,1"
5296,1975-06-23,"10,8","17,8"
5297,1975-06-24,"5,7","21,2"
5298,1975-06-25,"7,8","15,0"
5299,1975-06-26,"11,0","19,0"
5300,1975-06-27,"11,2","22,9"
5301,1975-06-28,"8,5","22,4"
5302,1975-06-29,"8,1","17,5"
5303,1975-06-30,"8,6","19,9"
5304,1975-07-01,"7,5","18,0"
5305,1975-07-02,"6,8","18,2"
5306,1975-07-03,"3,9","17,0"
5307,1975-07-04,"5,0","19,8"
5308,1975-07-05,"3,0","15,2"
5309,1975-07-06,"-3,8","12,8"
5310,1975-07-07,"4,0","18,1"
5311,1975-07-08,"1,0","22,2"
5312,1975-07-09,"3,0","23,0"
5313,1975-07-10,"4,0","21,0"
5314,1975-07-11,"4,0","22,0"
5315,1975-07-12,"3,8","24,2"
5316,1975-07-13,"7,5","20,6"
5317,1975-07-14,"8,0","24,6"
5318,1975-07-15,"12,2","23,0"
5319,1975-07-16,"3,1","16,8"
5320,1975-07-17,"-4,2","5,2"
5321,1975-07-18,"-10,0","11,4"
5322,1975-07-19,"-6,0","13,5"
5323,1975-07-20,"1,2","16,7"
5324,1975-07-21,"2,5","19,0"
5325,1975-07-22,"3,0","17,5"
5326,1975-07-23,"3,4","19,3"
5327,1975-07-24,"7,4","21,0"
5328,1975-07-25,"7,0","18,3"
5329,1975-07-26,"2,8","20,0"
5330,1975-07-27,"4,9","17,9"
5331,1975-07-28,"4,9","22,0"
5332,1975-07-29,"8,9","23,3"
5333,1975-07-30,"5,1","24,6"
5334,1975-07-31,"5,5","24,3"
5335,1975-08-01,"8,8","24,8"
5336,1975-08-02,"8,2","25,8"
5337,1975-08-03,"12,0","26,2"
5338,1975-08-04,"14,8","25,0"
5339,1975-08-05,"13,7","23,8"
5340,1975-08-06,"12,7","17,4"
5341,1975-08-07,"11,5","19,2"
5342,1975-08-08,"12,8","15,2"
5343,1975-08-09,"13,7","20,8"
5344,1975-08-10,"14,3","23,9"
5345,1975-08-11,"6,8","17,9"
5346,1975-08-12,"4,0","25,6"
5347,1975-08-13,"10,5","27,3"
5348,1975-08-14,"11,0","17,2"
5349,1975-08-15,"10,7","24,2"
5350,1975-08-16,"10,1","25,0"
5351,1975-08-17,"10,9","21,2"
5352,1975-08-18,"10,0","19,0"
5353,1975-08-19,"10,0","25,7"
5354,1975-08-20,"12,2","26,1"
5355,1975-08-21,"13,8","26,8"
5356,1975-08-22,"15,0","26,1"
5357,1975-08-23,"13,8","24,6"
5358,1975-08-24,"11,0","27,4"
5359,1975-08-25,"13,2","26,0"
5360,1975-08-26,"11,9","24,3"
5361,1975-08-27,"10,4","20,8"
5362,1975-08-28,"11,8","27,7"
5363,1975-08-29,"16,0","28,9"
5364,1975-08-30,"13,0","28,0"
5365,1975-08-31,"13,0","16,2"
5366,1975-09-01,"11,7","20,6"
5367,1975-09-02,"7,2","22,0"
5368,1975-09-03,"5,2","22,0"
5369,1975-09-04,"7,2","26,4"
5370,1975-09-05,"12,2","29,8"
5371,1975-09-06,"13,4","27,7"
5372,1975-09-07,"12,2","17,8"
5373,1975-09-08,"11,2","25,0"
5374,1975-09-09,"13,1","29,9"
5375,1975-09-10,"13,0","21,2"
5376,1975-09-11,"10,8","15,5"
5377,1975-09-12,"10,3","17,6"
5378,1975-09-13,"13,2","25,2"
5379,1975-09-14,"13,8","22,0"
5380,1975-09-15,"7,5","23,8"
5381,1975-09-16,"9,7","17,0"
5382,1975-09-17,"10,2","17,9"
5383,1975-09-18,"11,0","19,2"
5384,1975-09-19,"9,1","20,4"
5385,1975-09-20,"11,0","22,9"
5386,1975-09-21,"11,3","16,0"
5387,1975-09-22,"11,7","20,8"
5388,1975-09-23,"11,7","18,3"
5389,1975-09-24,"9,6","21,2"
5390,1975-09-25,"4,5","20,9"
5391,1975-09-26,"7,2","13,8"
5392,1975-09-27,"8,0","14,1"
5393,1975-09-28,"8,0","25,4"
5394,1975-09-29,"13,9","25,4"
5395,1975-09-30,"9,2","25,2"
5396,1975-10-01,"11,3","21,0"
5397,1975-10-02,"14,9","20,8"
5398,1975-10-03,"13,5","18,8"
5399,1975-10-04,"12,3","24,8"
5400,1975-10-05,"12,0","17,8"
5401,1975-10-06,"11,1","21,8"
5402,1975-10-07,"12,0","16,2"
5403,1975-10-08,"10,3","27,0"
5404,1975-10-09,"13,1","23,1"
5405,1975-10-10,"9,9","19,0"
5406,1975-10-11,"11,0","22,8"
5407,1975-10-12,"7,8","20,1"
5408,1975-10-13,"9,0","23,7"
5409,1975-10-14,"10,0","22,0"
5410,1975-10-15,"4,2","24,2"
5411,1975-10-16,"4,2","26,1"
5412,1975-10-17,"10,0","16,7"
5413,1975-10-18,"12,2","19,6"
5414,1975-10-19,"11,7","24,0"
5415,1975-10-20,"4,5","19,8"
5416,1975-10-21,"4,2","20,2"
5417,1975-10-22,"3,2","22,0"
5418,1975-10-23,"4,0","25,2"
5419,1975-10-24,"10,0","26,7"
5420,1975-10-25,"11,8","24,9"
5421,1975-10-26,"8,6","29,0"
5422,1975-10-27,"11,0","26,8"
5423,1975-10-28,"11,0","24,8"
