Nome: GUARAPUAVA
Codigo Estacao: 83834
Latitude: -25.4
Longitude: -51.46999999
Altitude: 1.13
Situacao: Desativada
Data Inicial: 1912-01-01
Data Final: 1988-12-31
Periodicidade da Medicao: Diaria

Data Medicao;TEMPERATURA MAXIMA, DIARIA(°C);TEMPERATURA MINIMA, DIARIA(°C);
1976-02-08;27.2;13.7;
1976-02-09;26.7;15;
1976-02-10;26.5;13.8;
1976-02-11;24.6;9.8;
1976-02-12;25;11.8;
1976-02-13;25.5;11.7;
1976-02-14;26;null;
1976-02-15;24;12.3;
1976-02-16;23;null;
1976-02-17;24.6;14.6;
1976-02-18;25.6;15.8;
1976-02-19;27.4;16.4;
1976-02-20;26;17.2;
1976-02-21;25.2;null;
1976-02-22;25.6;15.6;
1976-02-23;28.1;16;
1976-02-24;26.8;15.2;
1976-02-25;27.6;14;
1976-02-26;28.2;14.7;
1976-02-27;28;11;
1976-02-28;29;null;
1976-02-29;28.8;null;
1976-03-01;28.3;null;
1976-03-02;28.4;null;
1976-03-03;25;null;
1976-03-04;27.2;null;
1976-03-05;28.4;null;
1976-03-06;28.8;null;
1976-03-07;29.2;null;
1976-03-08;28.4;null;
1976-03-09;28.6;null;
1976-03-10;28.1;null;
1976-03-11;28.3;null;
1976-03-12;28;null;
1976-03-13;26.7;null;
1976-03-14;24.2;null;
1976-03-15;25.2;null;
1976-03-16;26.8;null;
1976-03-17;27.2;null;
1976-03-18;27.2;null;
1976-03-19;26;null;
1976-03-20;25.4;null;
1976-03-21;24.2;null;
1976-03-22;25;null;
1976-03-23;24.5;null;
1976-03-24;23.2;null;
1976-03-25;21.6;null;
1976-03-26;21.2;null;
1976-03-27;18;null;
1976-03-28;19;null;
1976-03-29;23.1;null;
1976-03-30;26.6;null;
1976-03-31;26.8;null;
1976-04-01;28;null;
1976-04-02;28.4;null;
1976-04-03;24.3;null;
1976-04-04;27.1;null;
1976-04-05;25.4;null;
1976-04-06;19;null;
1976-04-07;20.4;null;
1976-04-08;23.9;null;
1976-04-09;15.2;null;
1976-04-10;19.4;null;
1976-04-11;21.7;null;
1976-04-12;20.4;null;
1976-04-13;22.3;null;
1976-04-14;20;null;
1976-04-15;23.6;null;
1976-04-16;27.4;null;
1976-04-17;26.9;null;
1976-04-18;26;null;
1976-04-19;26.3;null;
1976-04-20;21.1;null;
1976-04-21;21.4;null;
1976-04-22;15.5;null;
1976-04-23;18.2;null;
1976-04-24;19.6;null;
1976-04-25;22.6;null;
1976-04-26;24;null;
1976-04-27;25.2;null;
1976-04-28;22.6;null;
1976-04-29;23.7;null;
1976-04-30;24.2;null;
1976-05-01;21;null;
1976-05-02;19.6;null;
1976-05-03;19.6;9.2;
1976-05-04;22.7;null;
1976-05-05;23;null;
1976-05-06;23.4;null;
1976-05-07;24.2;null;
1976-05-08;17;13;
1976-05-09;15.2;11;
1976-05-10;16;8;
1976-05-11;20.6;null;
1976-05-12;18.8;null;
1976-05-13;19.8;null;
1976-05-14;16;null;
1976-05-15;20.9;null;
1976-05-16;22.7;null;
1976-05-17;21;null;
1976-05-18;22.1;null;
1976-05-19;20;null;
1976-05-20;21;13.6;
1976-05-21;15.7;null;
1976-05-22;19;11.9;
1976-05-23;20.6;null;
1976-05-24;22.6;null;
1976-05-25;19.6;12;
1976-05-26;22;null;
1976-05-27;16.6;null;
1976-05-28;17.8;null;
1976-05-29;17.1;9.6;
1976-05-30;13.1;7.5;
1976-05-31;18;5.2;
1976-06-01;21.2;null;
1976-06-02;21.6;null;
1976-06-03;21.1;null;
1976-06-04;15;null;
1976-06-05;14.1;null;
1976-06-06;13;null;
1976-06-07;13;null;
1976-06-08;14.8;null;
1976-06-09;11;null;
1976-06-10;11;null;
1976-06-11;10.6;null;
1976-06-12;16.9;null;
1976-06-13;15.2;null;
1976-06-14;18.6;null;
1976-06-15;21.8;null;
1976-06-16;22.4;null;
1976-06-17;22;null;
1976-06-18;23.1;null;
1976-06-19;24.1;null;
1976-06-20;23.6;null;
1976-06-21;22.2;null;
1976-06-22;23.8;null;
1976-06-23;23.1;null;
1976-06-24;21.8;null;
1976-06-25;21.8;7.6;
1976-06-26;21.6;null;
1976-06-27;17.6;8.8;
1976-06-28;16.6;null;
1976-06-29;17.6;null;
1976-06-30;13;null;
1976-07-01;12.8;null;
1976-07-02;11.2;null;
1976-07-03;14.8;null;
1976-07-04;15.2;null;
1976-07-05;15.2;null;
1976-07-06;17.8;null;
1976-07-07;15.6;null;
1976-07-08;15.4;null;
1976-07-09;13.1;1;
1976-07-10;10.4;-4.8;
1976-07-11;14.2;null;
1976-07-12;20.4;null;
1976-07-13;21.4;null;
1976-07-14;20;null;
1976-07-15;17;null;
1976-07-16;18.2;null;
1976-07-17;14.6;null;
1976-07-18;18;null;
1976-07-19;18.7;null;
1976-07-20;19.4;null;
1976-07-21;21;null;
1976-07-22;20.4;null;
1976-07-23;23.2;null;
1976-07-24;24.1;null;
1976-07-25;24;null;
1976-07-26;22.6;null;
1976-07-27;21.5;null;
1976-07-28;23;null;
1976-07-29;24.6;null;
1976-07-30;25.1;null;
1976-07-31;26.1;null;
1976-08-01;25;null;
1976-08-02;26.1;null;
1976-08-03;25.8;null;
1976-08-04;19.6;null;
1976-08-05;17.2;null;
1976-08-06;15.6;null;
1976-08-07;20.6;null;
1976-08-08;23.2;null;
1976-08-09;20;null;
1976-08-10;19.2;null;
1976-08-11;14;null;
1976-08-12;15;null;
1976-08-13;16.4;7.4;
1976-08-14;11.6;null;
1976-08-15;13.8;0;
1976-08-16;18.3;2.2;
1976-08-17;23.4;9.8;
1976-08-18;17.8;11;
1976-08-19;17.6;8.9;
1976-08-20;14.1;4;
1976-08-21;14.8;0;
1976-08-22;18;1.4;
1976-08-23;24;4.2;
1976-08-24;27.2;10.4;
1976-08-25;25.8;7.3;
1976-08-26;24.4;7.3;
1976-08-27;24.9;10.4;
1976-08-28;19.4;13.3;
1976-08-29;21.8;6.9;
1976-08-30;23.4;4.2;
1976-08-31;23.8;7.8;
1976-09-01;25.4;9.4;
1976-09-02;26.8;9.7;
1976-09-03;27.5;10.8;
1976-09-04;19.3;13.8;
1976-09-05;13.8;9.2;
1976-09-06;15.1;7.4;
1976-09-07;14.8;9.2;
1976-09-08;12.8;4.2;
1976-09-09;8.3;4.9;
1976-09-10;9.4;5.6;
1976-09-11;12.4;5.8;
1976-09-12;12.6;7.8;
1976-09-13;17.6;10.2;
1976-09-14;17.9;7.4;
1976-09-15;15.1;5;
1976-09-16;21.2;8.8;
1976-09-17;23.3;5.6;
1976-09-18;23.8;7;
1976-09-19;20.8;7.9;
1976-09-20;22.4;9.1;
1976-09-21;26.4;10.4;
1976-09-22;23.7;10.7;
1976-09-23;27.1;10.2;
1976-09-24;23.8;10.6;
1976-09-25;23.8;12.8;
1976-09-26;19.2;12;
1976-09-27;20;11.7;
1976-09-28;23.6;8;
1976-09-29;27.3;10;
1976-09-30;25;9;
1976-10-01;22.1;10.5;
1976-10-02;23;6.2;
1976-10-03;23.2;8;
1976-10-04;24.8;11.5;
1976-10-05;20;10.6;
1976-10-06;21;6.2;
1976-10-07;22.4;7.6;
1976-10-08;17.2;9;
1976-10-09;21.7;10.9;
1976-10-10;24.6;9.1;
1976-10-11;24.3;11.2;
1976-10-12;26;11.8;
1976-10-13;26.2;10.3;
1976-10-14;28.4;11;
1976-10-15;28.4;13.4;
1976-10-16;20.6;13.4;
1976-10-17;22;13;
1976-10-18;19.9;14.6;
1976-10-19;22.1;13.5;
1976-10-20;18.4;10.3;
1976-10-21;18.1;7.6;
1976-10-22;22;8.2;
1976-10-23;24.6;9.7;
1976-10-24;26.8;11.8;
1976-10-25;24.4;10.6;
1976-10-26;22.2;13.1;
1976-10-27;25.5;12.7;
1976-10-28;26;14.8;
1976-10-29;25.8;12;
1976-10-30;26.4;14.2;
1976-10-31;19.2;12.6;
1976-11-01;26.6;12.4;
1976-11-02;27.3;15.1;
1976-11-03;27;14.1;
1976-11-04;25;14;
1976-11-05;19.1;11.8;
1976-11-06;17;7.6;
1976-11-07;20.4;3.6;
1976-11-08;24.2;4.6;
1976-11-09;26.3;8.4;
1976-11-10;28;10.2;
1976-11-11;28.1;14.4;
1976-11-12;27;14;
1976-11-13;27.1;11.4;
1976-11-14;27.4;13.4;
1976-11-15;26.7;14.9;
1976-11-16;25;15;
1976-11-17;26.4;16.6;
1976-11-18;28.2;14.9;
1976-11-19;26.2;17.4;
1976-11-20;22.2;15;
1976-11-21;25.2;8.4;
1976-11-22;26.1;8.8;
1976-11-23;28.1;10.4;
1976-11-24;29.1;14.8;
1976-11-25;25.6;15.6;
1976-11-26;29.8;15.6;
1976-11-27;28.8;17;
1976-11-28;28.1;16.3;
1976-11-29;27.7;16.4;
1976-11-30;24;17.3;
1976-12-01;22.8;16.6;
1976-12-02;26;12.2;
1976-12-03;27.4;14.8;
1976-12-04;27.5;16.8;
1976-12-05;27;15.7;
1976-12-06;29.9;14.6;
1976-12-07;27.4;18;
1976-12-08;21;16.4;
1976-12-09;24.1;13.4;
1976-12-10;23.6;10.6;
1976-12-11;27.1;11.5;
1976-12-12;28.1;13.1;
1976-12-13;29.4;16;
1976-12-14;29.4;16.4;
1976-12-15;25.1;17.5;
1976-12-16;22.7;14.2;
1976-12-17;25.7;13.6;
1976-12-18;26.2;15.6;
1976-12-19;28.2;14.6;
1976-12-20;26;14.5;
1976-12-21;25.2;16.2;
1976-12-22;23;17;
1976-12-23;24;null;
1976-12-24;25.2;14.7;
1976-12-25;28.4;15.5;
1976-12-26;25.8;16;
1976-12-27;27.9;15.4;
1976-12-28;26;11.8;
1976-12-29;27.8;12;
1976-12-30;26.7;14.6;
1976-12-31;28.3;14.2;
1977-01-01;28.3;15.5;
1977-01-02;29.1;17;
1977-01-03;25.4;18;
1977-01-04;20.5;16.3;
1977-01-05;22.6;16.2;
1977-01-06;22.3;16.6;
1977-01-07;21.3;15.5;
1977-01-08;22.8;16.6;
1977-01-09;21.4;16.6;
1977-01-10;23.3;17.4;
1977-01-11;27.8;17.5;
1977-01-12;28.4;16;
1977-01-13;28.2;15.7;
1977-01-14;27;16.2;
1977-01-15;26;15;
1977-01-16;26.9;15.4;
1977-01-17;23.2;15.5;
1977-01-18;23.2;18;
1977-01-19;24.3;17.8;
1977-01-20;26.4;16.4;
1977-01-21;26.6;15;
1977-01-22;28.8;17.2;
1977-01-23;29.2;15.6;
1977-01-24;29;18;
1977-01-25;27.6;17.1;
1977-01-26;27;18.4;
1977-01-27;29.8;18.1;
1977-01-28;30.4;18.4;
1977-01-29;29;17.6;
1977-01-30;29.2;16.4;
1977-01-31;26.3;18.4;
1977-02-01;null;null;
1977-02-02;null;null;
1977-02-03;null;null;
1977-02-04;null;null;
1977-02-05;null;null;
1977-02-06;null;null;
1977-02-07;null;null;
1977-02-08;null;null;
1977-02-09;null;null;
1977-02-10;null;null;
1977-02-11;null;null;
1977-02-12;null;null;
1977-02-13;null;null;
1977-02-14;null;null;
1977-02-15;null;null;
1977-02-16;null;null;
1977-02-17;null;null;
1977-02-18;null;null;
1977-02-19;null;null;
1977-02-20;null;null;
1977-02-21;null;null;
1977-02-22;null;null;
1977-02-23;null;null;
1977-02-24;null;null;
1977-02-25;null;null;
1977-02-26;null;null;
1977-02-27;null;null;
1977-02-28;null;null;
1977-03-01;null;null;
1977-03-02;null;null;
1977-03-03;null;null;
1977-03-04;null;null;
1977-03-05;null;null;
1977-03-06;null;null;
1977-03-07;null;null;
1977-03-08;null;null;
1977-03-09;null;null;
1977-03-10;null;null;
1977-03-11;null;null;
1977-03-12;null;null;
1977-03-13;null;null;
1977-03-14;null;null;
1977-03-15;null;null;
1977-03-16;null;null;
1977-03-17;null;null;
1977-03-18;null;null;
1977-03-19;null;null;
1977-03-20;null;null;
1977-03-21;null;null;
1977-03-22;null;null;
1977-03-23;null;null;
1977-03-24;null;null;
1977-03-25;null;null;
1977-03-26;null;null;
1977-03-27;null;null;
1977-03-28;null;null;
1977-03-29;null;null;
1977-03-30;null;null;
1977-03-31;null;null;
1977-04-01;null;null;
1977-04-02;null;null;
1977-04-03;null;null;
1977-04-04;null;null;
1977-04-05;null;null;
1977-04-06;null;null;
1977-04-07;null;null;
1977-04-08;null;null;
1977-04-09;null;null;
1977-04-10;null;null;
1977-04-11;null;null;
1977-04-12;null;null;
1977-04-13;null;null;
1977-04-14;null;null;
1977-04-15;null;null;
1977-04-16;null;null;
1977-04-17;null;null;
1977-04-18;null;null;
1977-04-19;null;null;
1977-04-20;null;null;
1977-04-21;null;null;
1977-04-22;null;null;
1977-04-23;null;null;
1977-04-24;null;null;
1977-04-25;null;null;
1977-04-26;null;null;
1977-04-27;null;null;
1977-04-28;null;null;
1977-04-29;null;null;
1977-04-30;null;null;
1977-05-01;null;null;
1977-05-02;null;null;
1977-05-03;null;null;
1977-05-04;null;null;
1977-05-05;null;null;
1977-05-06;null;null;
1977-05-07;null;null;
1977-05-08;null;null;
1977-05-09;null;null;
1977-05-10;null;null;
1977-05-11;null;null;
1977-05-12;null;null;
1977-05-13;null;null;
1977-05-14;null;null;
1977-05-15;null;null;
1977-05-16;null;null;
1977-05-17;null;null;
1977-05-18;null;null;
1977-05-19;null;null;
1977-05-20;null;null;
1977-05-21;null;null;
1977-05-22;null;null;
1977-05-23;null;null;
1977-05-24;null;null;
1977-05-25;null;null;
1977-05-26;null;null;
1977-05-27;null;null;
1977-05-28;null;null;
1977-05-29;null;null;
1977-05-30;null;null;
1977-05-31;null;null;
1977-06-01;null;null;
1977-06-02;null;null;
1977-06-03;null;null;
1977-06-04;null;null;
1977-06-05;null;null;
1977-06-06;null;null;
1977-06-07;null;null;
1977-06-08;null;null;
1977-06-09;null;null;
1977-06-10;null;null;
1977-06-11;null;null;
1977-06-12;null;null;
1977-06-13;null;null;
1977-06-14;null;null;
1977-06-15;null;null;
1977-06-16;null;null;
1977-06-17;null;null;
1977-06-18;null;null;
1977-06-19;null;null;
1977-06-20;null;null;
1977-06-21;null;null;
1977-06-22;null;null;
1977-06-23;null;null;
1977-06-24;null;null;
1977-06-25;null;null;
1977-06-26;null;null;
1977-06-27;null;null;
1977-06-28;null;null;
1977-06-29;null;null;
1977-06-30;null;null;
1977-07-01;null;null;
1977-07-02;null;null;
1977-07-03;null;null;
1977-07-04;null;null;
1977-07-05;null;null;
1977-07-06;null;null;
1977-07-07;null;null;
1977-07-08;null;null;
1977-07-09;null;null;
1977-07-10;null;null;
1977-07-11;null;null;
1977-07-12;null;null;
1977-07-13;null;null;
1977-07-14;null;null;
1977-07-15;null;null;
1977-07-16;null;null;
1977-07-17;null;null;
1977-07-18;null;null;
1977-07-19;null;null;
1977-07-20;null;null;
1977-07-21;null;null;
1977-07-22;null;null;
1977-07-23;null;null;
1977-07-24;null;null;
1977-07-25;null;null;
1977-07-26;null;null;
1977-07-27;null;null;
1977-07-28;null;null;
1977-07-29;null;null;
1977-07-30;null;null;
1977-07-31;null;null;
1977-08-01;null;null;
1977-08-02;null;null;
1977-08-03;null;null;
1977-08-04;null;null;
1977-08-05;null;null;
1977-08-06;null;null;
1977-08-07;null;null;
1977-08-08;null;null;
1977-08-09;null;null;
1977-08-10;null;null;
1977-08-11;null;null;
1977-08-12;null;null;
1977-08-13;null;null;
1977-08-14;null;null;
1977-08-15;null;null;
1977-08-16;null;null;
1977-08-17;null;null;
1977-08-18;null;null;
1977-08-19;null;null;
1977-08-20;null;null;
1977-08-21;null;null;
1977-08-22;null;null;
1977-08-23;null;null;
1977-08-24;null;null;
1977-08-25;null;null;
1977-08-26;null;null;
1977-08-27;null;null;
1977-08-28;null;null;
1977-08-29;null;null;
1977-08-30;null;null;
1977-08-31;null;null;
1977-09-01;null;null;
1977-09-02;null;null;
1977-09-03;null;null;
1977-09-04;null;null;
1977-09-05;null;null;
1977-09-06;null;null;
1977-09-07;null;null;
1977-09-08;null;null;
1977-09-09;null;null;
1977-09-10;null;null;
1977-09-11;null;null;
1977-09-12;null;null;
1977-09-13;null;null;
1977-09-14;null;null;
1977-09-15;null;null;
1977-09-16;null;null;
1977-09-17;null;null;
1977-09-18;null;null;
1977-09-19;null;null;
1977-09-20;null;null;
1977-09-21;null;null;
1977-09-22;null;null;
1977-09-23;null;null;
1977-09-24;null;null;
1977-09-25;null;null;
1977-09-26;null;null;
1977-09-27;null;null;
1977-09-28;null;null;
1977-09-29;null;null;
1977-09-30;null;null;
1977-10-01;null;null;
1977-10-02;null;null;
1977-10-03;null;null;
1977-10-04;null;null;
1977-10-05;null;null;
1977-10-06;null;null;
1977-10-07;null;null;
1977-10-08;null;null;
1977-10-09;null;null;
1977-10-10;null;null;
1977-10-11;null;null;
1977-10-12;null;null;
1977-10-13;null;null;
1977-10-14;null;null;
1977-10-15;null;null;
1977-10-16;null;null;
1977-10-17;null;null;
1977-10-18;null;null;
1977-10-19;null;null;
1977-10-20;null;null;
1977-10-21;null;null;
1977-10-22;null;null;
1977-10-23;null;null;
1977-10-24;null;null;
1977-10-25;null;null;
1977-10-26;null;null;
1977-10-27;null;null;
1977-10-28;null;null;
1977-10-29;null;null;
1977-10-30;null;null;
1977-10-31;null;null;
1977-11-01;null;null;
1977-11-02;null;null;
1977-11-03;null;null;
1977-11-04;null;null;
1977-11-05;null;null;
1977-11-06;null;null;
1977-11-07;null;null;
1977-11-08;null;null;
1977-11-09;null;null;
1977-11-10;null;null;
1977-11-11;null;null;
1977-11-12;null;null;
1977-11-13;null;null;
1977-11-14;null;null;
1977-11-15;null;null;
1977-11-16;null;null;
1977-11-17;null;null;
1977-11-18;null;null;
1977-11-19;null;null;
1977-11-20;null;null;
1977-11-21;null;null;
1977-11-22;null;null;
1977-11-23;null;null;
1977-11-24;null;null;
1977-11-25;null;null;
1977-11-26;null;null;
1977-11-27;null;null;
1977-11-28;null;null;
1977-11-29;null;null;
1977-11-30;null;null;
1977-12-01;null;null;
1977-12-02;null;null;
1977-12-03;null;null;
1977-12-04;null;null;
1977-12-05;null;null;
1977-12-06;null;null;
1977-12-07;null;null;
1977-12-08;null;null;
1977-12-09;null;null;
1977-12-10;null;null;
1977-12-11;null;null;
1977-12-12;null;null;
1977-12-13;null;null;
1977-12-14;null;null;
1977-12-15;null;null;
1977-12-16;null;null;
1977-12-17;null;null;
1977-12-18;null;null;
1977-12-19;null;null;
1977-12-20;null;null;
1977-12-21;null;null;
1977-12-22;null;null;
1977-12-23;null;null;
1977-12-24;null;null;
1977-12-25;null;null;
1977-12-26;null;null;
1977-12-27;null;null;
1977-12-28;null;null;
1977-12-29;null;null;
1977-12-30;null;null;
1977-12-31;null;null;
1978-01-01;null;null;
1978-01-02;null;null;
1978-01-03;null;null;
1978-01-04;null;null;
1978-01-05;null;null;
1978-01-06;null;null;
1978-01-07;null;null;
1978-01-08;null;null;
1978-01-09;null;null;
1978-01-10;null;null;
1978-01-11;null;null;
1978-01-12;null;null;
1978-01-13;null;null;
1978-01-14;null;null;
1978-01-15;null;null;
1978-01-16;null;null;
1978-01-17;null;null;
1978-01-18;null;null;
1978-01-19;null;null;
1978-01-20;null;null;
1978-01-21;null;null;
1978-01-22;null;null;
1978-01-23;null;null;
1978-01-24;null;null;
1978-01-25;null;null;
1978-01-26;null;null;
1978-01-27;null;null;
1978-01-28;null;null;
1978-01-29;null;null;
1978-01-30;null;null;
1978-01-31;null;null;
1978-02-01;null;null;
1978-02-02;null;null;
1978-02-03;null;null;
1978-02-04;null;null;
1978-02-05;null;null;
1978-02-06;null;null;
1978-02-07;null;null;
1978-02-08;null;null;
1978-02-09;null;null;
1978-02-10;null;null;
1978-02-11;null;null;
1978-02-12;null;null;
1978-02-13;null;null;
1978-02-14;null;null;
1978-02-15;null;null;
1978-02-16;null;null;
1978-02-17;null;null;
1978-02-18;null;null;
1978-02-19;null;null;
1978-02-20;null;null;
1978-02-21;null;null;
1978-02-22;null;null;
1978-02-23;null;null;
1978-02-24;null;null;
1978-02-25;null;null;
1978-02-26;null;null;
1978-02-27;null;null;
1978-02-28;null;null;
1978-03-01;null;null;
1978-03-02;null;null;
1978-03-03;null;null;
1978-03-04;null;null;
1978-03-05;null;null;
1978-03-06;null;null;
1978-03-07;null;null;
1978-03-08;null;null;
1978-03-09;null;null;
1978-03-10;null;null;
1978-03-11;null;null;
1978-03-12;null;null;
1978-03-13;null;null;
1978-03-14;null;null;
1978-03-15;null;null;
1978-03-16;null;null;
1978-03-17;null;null;
1978-03-18;null;null;
1978-03-19;null;null;
1978-03-20;null;null;
1978-03-21;null;null;
1978-03-22;null;null;
1978-03-23;null;null;
1978-03-24;null;null;
1978-03-25;null;null;
1978-03-26;null;null;
1978-03-27;null;null;
1978-03-28;null;null;
1978-03-29;null;null;
1978-03-30;null;null;
1978-03-31;null;null;
1978-04-01;null;null;
1978-04-02;null;null;
1978-04-03;null;null;
1978-04-04;null;null;
1978-04-05;null;null;
1978-04-06;null;null;
1978-04-07;null;null;
1978-04-08;null;null;
1978-04-09;null;null;
1978-04-10;null;null;
1978-04-11;null;null;
1978-04-12;null;null;
1978-04-13;null;null;
1978-04-14;null;null;
1978-04-15;null;null;
1978-04-16;null;null;
1978-04-17;null;null;
1978-04-18;null;null;
1978-04-19;null;null;
1978-04-20;null;null;
1978-04-21;null;null;
1978-04-22;null;null;
1978-04-23;null;null;
1978-04-24;null;null;
1978-04-25;null;null;
1978-04-26;null;null;
1978-04-27;null;null;
1978-04-28;null;null;
1978-04-29;null;null;
1978-04-30;null;null;
1978-05-01;null;null;
1978-05-02;null;null;
1978-05-03;null;null;
1978-05-04;null;null;
1978-05-05;null;null;
1978-05-06;null;null;
1978-05-07;null;null;
1978-05-08;null;null;
1978-05-09;null;null;
1978-05-10;null;null;
1978-05-11;null;null;
1978-05-12;null;null;
1978-05-13;null;null;
1978-05-14;null;null;
1978-05-15;null;null;
1978-05-16;null;null;
1978-05-17;null;null;
1978-05-18;null;null;
1978-05-19;null;null;
1978-05-20;null;null;
1978-05-21;null;null;
1978-05-22;null;null;
1978-05-23;null;null;
1978-05-24;null;null;
1978-05-25;null;null;
1978-05-26;null;null;
1978-05-27;null;null;
1978-05-28;null;null;
1978-05-29;null;null;
1978-05-30;null;null;
1978-05-31;null;null;
1978-06-01;null;null;
1978-06-02;null;null;
1978-06-03;null;null;
1978-06-04;null;null;
1978-06-05;null;null;
1978-06-06;null;null;
1978-06-07;null;null;
1978-06-08;null;null;
1978-06-09;null;null;
1978-06-10;null;null;
1978-06-11;null;null;
1978-06-12;null;null;
1978-06-13;null;null;
1978-06-14;null;null;
1978-06-15;null;null;
1978-06-16;null;null;
1978-06-17;null;null;
1978-06-18;null;null;
1978-06-19;null;null;
1978-06-20;null;null;
1978-06-21;null;null;
1978-06-22;null;null;
1978-06-23;null;null;
1978-06-24;null;null;
1978-06-25;null;null;
1978-06-26;null;null;
1978-06-27;null;null;
1978-06-28;null;null;
1978-06-29;null;null;
1978-06-30;null;null;
1978-07-01;null;null;
1978-07-02;null;null;
1978-07-03;null;null;
1978-07-04;null;null;
1978-07-05;null;null;
1978-07-06;null;null;
1978-07-07;null;null;
1978-07-08;null;null;
1978-07-09;null;null;
1978-07-10;null;null;
1978-07-11;null;null;
1978-07-12;null;null;
1978-07-13;null;null;
1978-07-14;null;null;
1978-07-15;null;null;
1978-07-16;null;null;
1978-07-17;null;null;
1978-07-18;null;null;
1978-07-19;null;null;
1978-07-20;null;null;
1978-07-21;null;null;
1978-07-22;null;null;
1978-07-23;null;null;
1978-07-24;null;null;
1978-07-25;null;null;
1978-07-26;null;null;
1978-07-27;null;null;
1978-07-28;null;null;
1978-07-29;null;null;
1978-07-30;null;null;
1978-07-31;null;null;
1978-08-01;null;null;
1978-08-02;null;null;
1978-08-03;null;null;
1978-08-04;null;null;
1978-08-05;null;null;
1978-08-06;null;null;
1978-08-07;null;null;
1978-08-08;null;null;
1978-08-09;null;null;
1978-08-10;null;null;
1978-08-11;null;null;
1978-08-12;null;null;
1978-08-13;null;null;
1978-08-14;null;null;
1978-08-15;null;null;
1978-08-16;null;null;
1978-08-17;null;null;
1978-08-18;null;null;
1978-08-19;null;null;
1978-08-20;null;null;
1978-08-21;null;null;
1978-08-22;null;null;
1978-08-23;null;null;
1978-08-24;null;null;
1978-08-25;null;null;
1978-08-26;null;null;
1978-08-27;null;null;
1978-08-28;null;null;
1978-08-29;null;null;
1978-08-30;null;null;
1978-08-31;null;null;
1978-09-01;null;null;
1978-09-02;null;null;
1978-09-03;null;null;
1978-09-04;null;null;
1978-09-05;null;null;
1978-09-06;null;null;
1978-09-07;null;null;
1978-09-08;null;null;
1978-09-09;null;null;
1978-09-10;null;null;
1978-09-11;null;null;
1978-09-12;null;null;
1978-09-13;null;null;
1978-09-14;null;null;
1978-09-15;null;null;
1978-09-16;null;null;
1978-09-17;null;null;
1978-09-18;null;null;
1978-09-19;null;null;
1978-09-20;null;null;
1978-09-21;null;null;
1978-09-22;null;null;
1978-09-23;null;null;
1978-09-24;null;null;
1978-09-25;null;null;
1978-09-26;null;null;
1978-09-27;null;null;
1978-09-28;null;null;
1978-09-29;null;null;
1978-09-30;null;null;
1978-10-01;null;null;
1978-10-02;null;null;
1978-10-03;null;null;
1978-10-04;null;null;
1978-10-05;null;null;
1978-10-06;null;null;
1978-10-07;null;null;
1978-10-08;null;null;
1978-10-09;null;null;
1978-10-10;null;null;
1978-10-11;null;null;
1978-10-12;null;null;
1978-10-13;null;null;
1978-10-14;null;null;
1978-10-15;null;null;
1978-10-16;null;null;
1978-10-17;null;null;
1978-10-18;null;null;
1978-10-19;null;null;
1978-10-20;null;null;
1978-10-21;null;null;
1978-10-22;null;null;
1978-10-23;null;null;
1978-10-24;null;null;
1978-10-25;null;null;
1978-10-26;null;null;
1978-10-27;null;null;
1978-10-28;null;null;
1978-10-29;null;null;
1978-10-30;null;null;
1978-10-31;null;null;
1978-11-01;null;null;
1978-11-02;null;null;
1978-11-03;null;null;
1978-11-04;null;null;
1978-11-05;null;null;
1978-11-06;null;null;
1978-11-07;null;null;
1978-11-08;null;null;
1978-11-09;null;null;
1978-11-10;null;null;
1978-11-11;null;null;
1978-11-12;null;null;
1978-11-13;null;null;
1978-11-14;null;null;
1978-11-15;null;null;
1978-11-16;null;null;
1978-11-17;null;null;
1978-11-18;null;null;
1978-11-19;null;null;
1978-11-20;null;null;
1978-11-21;null;null;
1978-11-22;null;null;
1978-11-23;null;null;
1978-11-24;null;null;
1978-11-25;null;null;
1978-11-26;null;null;
1978-11-27;null;null;
1978-11-28;null;null;
1978-11-29;null;null;
1978-11-30;null;null;
1978-12-01;null;null;
1978-12-02;null;null;
1978-12-03;null;null;
1978-12-04;null;null;
1978-12-05;null;null;
1978-12-06;null;null;
1978-12-07;null;null;
1978-12-08;null;null;
1978-12-09;null;null;
1978-12-10;null;null;
1978-12-11;null;null;
1978-12-12;null;null;
1978-12-13;null;null;
1978-12-14;null;null;
1978-12-15;null;null;
1978-12-16;null;null;
1978-12-17;null;null;
1978-12-18;null;null;
1978-12-19;null;null;
1978-12-20;null;null;
1978-12-21;null;null;
1978-12-22;null;null;
1978-12-23;null;null;
1978-12-24;null;null;
1978-12-25;null;null;
1978-12-26;null;null;
1978-12-27;null;null;
1978-12-28;null;null;
1978-12-29;null;null;
1978-12-30;null;null;
1978-12-31;null;null;
1979-01-01;null;null;
1979-01-02;null;null;
1979-01-03;null;null;
1979-01-04;null;null;
1979-01-05;null;null;
1979-01-06;null;null;
1979-01-07;null;null;
1979-01-08;null;null;
1979-01-09;null;null;
1979-01-10;null;null;
1979-01-11;null;null;
1979-01-12;null;null;
1979-01-13;null;null;
1979-01-14;null;null;
1979-01-15;null;null;
1979-01-16;null;null;
1979-01-17;null;null;
1979-01-18;null;null;
1979-01-19;null;null;
1979-01-20;null;null;
