,Data,Temperatura Mínima,Temperatura Máxima,"('Data', 'Temperatura mínima', 'Temperatura máxima')"
13756,1998-08-20,23.0,34.3,1998-08-20
13757,1998-08-21,22.0,32.3,1998-08-21
13758,1998-08-22,22.0,34.2,1998-08-22
13759,1998-08-23,22.0,34.3,1998-08-23
13760,1998-08-24,23.0,34.4,1998-08-24
13761,1998-08-25,23.0,35.0,1998-08-25
13762,1998-08-26,23.0,34.4,1998-08-26
13763,1998-08-27,23.5,34.2,1998-08-27
13764,1998-08-28,22.0,31.8,1998-08-28
13765,1998-08-29,22.5,31.4,1998-08-29
13766,1998-08-30,20.0,28.4,1998-08-30
13767,1998-08-31,20.0,32.4,1998-08-31
13768,1998-09-01,21.5,33.6,1998-09-01
13769,1998-09-02,20.8,28.7,1998-09-02
13770,1998-09-03,21.0,30.2,1998-09-03
13771,1998-09-04,21.5,33.2,1998-09-04
13772,1998-09-05,22.0,32.8,1998-09-05
13773,1998-09-06,22.0,32.8,1998-09-06
13774,1998-09-07,22.0,29.2,1998-09-07
13775,1998-09-08,22.0,33.2,1998-09-08
13776,1998-09-09,22.5,34.6,1998-09-09
13777,1998-09-10,22.5,34.4,1998-09-10
13778,1998-09-11,22.0,32.4,1998-09-11
13779,1998-09-12,21.5,31.2,1998-09-12
13780,1998-09-13,21.5,30.8,1998-09-13
13781,1998-09-14,20.0,33.0,1998-09-14
13782,1998-09-15,21.4,34.5,1998-09-15
13783,1998-09-16,21.0,32.6,1998-09-16
13784,1998-09-17,21.5,34.2,1998-09-17
13785,1998-09-18,23.0,34.8,1998-09-18
13786,1998-09-19,22.5,35.2,1998-09-19
13787,1998-09-20,24.0,34.6,1998-09-20
13788,1998-09-21,21.0,29.8,1998-09-21
13789,1998-09-22,21.5,29.4,1998-09-22
13790,1998-09-23,21.5,32.4,1998-09-23
13791,1998-09-24,22.5,32.6,1998-09-24
13792,1998-09-25,21.5,33.4,1998-09-25
13793,1998-09-26,21.5,33.8,1998-09-26
13794,1998-09-27,21.5,34.0,1998-09-27
13795,1998-09-28,22.0,34.8,1998-09-28
13796,1998-09-29,24.2,34.6,1998-09-29
13797,1998-09-30,23.2,33.0,1998-09-30
13798,1998-10-01,23.0,33.0,1998-10-01
13799,1998-10-02,22.0,32.9,1998-10-02
13800,1998-10-03,21.0,32.4,1998-10-03
13801,1998-10-04,22.0,33.1,1998-10-04
13802,1998-10-05,22.0,34.2,1998-10-05
13803,1998-10-06,23.0,34.8,1998-10-06
13804,1998-10-07,24.0,35.0,1998-10-07
13805,1998-10-08,24.0,34.0,1998-10-08
13806,1998-10-09,24.0,34.6,1998-10-09
13807,1998-10-10,21.5,31.2,1998-10-10
13808,1998-10-11,22.0,30.3,1998-10-11
13809,1998-10-12,22.5,34.0,1998-10-12
13810,1998-10-13,23.0,32.4,1998-10-13
13811,1998-10-14,23.0,29.3,1998-10-14
13812,1998-10-15,21.0,32.8,1998-10-15
13813,1998-10-16,22.0,33.8,1998-10-16
13814,1998-10-17,23.0,34.0,1998-10-17
13815,1998-10-18,23.0,34.8,1998-10-18
13816,1998-10-19,22.0,34.0,1998-10-19
13817,1998-10-20,24.0,35.2,1998-10-20
13818,1998-10-21,21.5,31.4,1998-10-21
13819,1998-10-22,22.0,31.0,1998-10-22
13820,1998-10-23,22.0,33.8,1998-10-23
13821,1998-10-24,23.0,34.8,1998-10-24
13822,1998-10-25,22.5,32.8,1998-10-25
13823,1998-10-26,22.0,32.8,1998-10-26
13824,1998-10-27,22.0,32.4,1998-10-27
13825,1998-10-28,23.0,33.8,1998-10-28
13826,1998-10-29,23.0,34.6,1998-10-29
13827,1998-10-30,22.5,34.2,1998-10-30
13828,1998-10-31,22.5,35.1,1998-10-31
13829,1998-11-01,21.5,30.0,1998-11-01
13830,1998-11-02,22.5,32.3,1998-11-02
13831,1998-11-03,21.0,29.4,1998-11-03
13832,1998-11-04,22.5,31.3,1998-11-04
13833,1998-11-05,22.0,33.2,1998-11-05
13834,1998-11-06,23.5,32.3,1998-11-06
13835,1998-11-07,21.5,32.4,1998-11-07
13836,1998-11-08,22.5,29.0,1998-11-08
13837,1998-11-09,21.5,33.6,1998-11-09
13838,1998-11-10,23.5,34.8,1998-11-10
13839,1998-11-11,22.5,34.6,1998-11-11
13840,1998-11-12,23.0,30.2,1998-11-12
13841,1998-11-13,23.0,32.4,1998-11-13
13842,1998-11-14,23.0,34.1,1998-11-14
13843,1998-11-15,22.0,32.3,1998-11-15
13844,1998-11-16,23.0,32.8,1998-11-16
13845,1998-11-17,23.0,34.6,1998-11-17
13846,1998-11-18,21.5,32.2,1998-11-18
13847,1998-11-19,21.5,28.4,1998-11-19
13848,1998-11-20,21.0,31.8,1998-11-20
13849,1998-11-21,21.0,33.2,1998-11-21
13850,1998-11-22,21.1,31.7,1998-11-22
13851,1998-11-23,21.0,31.6,1998-11-23
13852,1998-11-24,20.0,33.0,1998-11-24
13853,1998-11-25,22.5,33.4,1998-11-25
13854,1998-11-26,23.0,32.8,1998-11-26
13855,1998-11-27,21.5,28.0,1998-11-27
13856,1998-11-28,20.0,28.3,1998-11-28
13857,1998-11-29,20.5,33.3,1998-11-29
13858,1998-11-30,23.0,33.8,1998-11-30
13859,1998-12-01,20.0,30.1,1998-12-01
13860,1998-12-02,20.0,31.8,1998-12-02
13861,1998-12-03,22.0,33.8,1998-12-03
13862,1998-12-04,23.0,35.0,1998-12-04
13863,1998-12-05,24.5,34.6,1998-12-05
13864,1998-12-06,23.5,34.4,1998-12-06
13865,1998-12-07,21.5,33.8,1998-12-07
13866,1998-12-08,22.5,34.4,1998-12-08
13867,1998-12-09,23.0,34.6,1998-12-09
13868,1998-12-10,24.0,34.8,1998-12-10
13869,1998-12-11,21.5,34.2,1998-12-11
13870,1998-12-12,21.5,30.0,1998-12-12
13871,1998-12-13,20.0,33.3,1998-12-13
13872,1998-12-14,21.5,34.4,1998-12-14
13873,1998-12-15,22.0,34.2,1998-12-15
13874,1998-12-16,22.0,34.2,1998-12-16
13875,1998-12-17,22.0,32.4,1998-12-17
13876,1998-12-18,22.0,32.0,1998-12-18
13877,1998-12-19,23.0,30.4,1998-12-19
13878,1998-12-20,21.5,32.4,1998-12-20
13879,1998-12-21,21.5,32.0,1998-12-21
13880,1998-12-22,20.7,32.6,1998-12-22
13881,1998-12-23,23.0,30.0,1998-12-23
13882,1998-12-24,20.0,27.0,1998-12-24
13883,1998-12-25,20.0,30.8,1998-12-25
13884,1998-12-26,20.5,30.3,1998-12-26
13885,1998-12-27,20.5,31.4,1998-12-27
13886,1998-12-28,20.0,32.8,1998-12-28
13887,1998-12-29,22.0,32.8,1998-12-29
13888,1998-12-30,22.2,33.2,1998-12-30
13889,1998-12-31,22.0,32.2,1998-12-31
13890,1999-01-01,22.5,30.6,1999-01-01
13891,1999-01-02,21.5,32.8,1999-01-02
13892,1999-01-03,22.0,32.4,1999-01-03
13893,1999-01-04,21.0,32.1,1999-01-04
13894,1999-01-05,20.2,30.3,1999-01-05
13895,1999-01-06,20.0,28.3,1999-01-06
13896,1999-01-07,20.0,30.3,1999-01-07
13897,1999-01-08,21.5,32.2,1999-01-08
13898,1999-01-09,19.0,31.4,1999-01-09
13899,1999-01-10,19.5,30.1,1999-01-10
13900,1999-01-11,22.0,31.0,1999-01-11
13901,1999-01-12,21.5,30.6,1999-01-12
13902,1999-01-13,20.2,31.0,1999-01-13
13903,1999-01-14,22.5,32.0,1999-01-14
13904,1999-01-15,20.5,27.4,1999-01-15
13905,1999-01-16,21.6,25.6,1999-01-16
13906,1999-01-17,21.0,27.6,1999-01-17
13907,1999-01-18,19.0,30.4,1999-01-18
13908,1999-01-19,20.5,30.0,1999-01-19
13909,1999-01-20,21.5,29.1,1999-01-20
13910,1999-01-21,21.0,31.0,1999-01-21
13911,1999-01-22,23.0,31.8,1999-01-22
13912,1999-01-23,22.2,28.0,1999-01-23
13913,1999-01-24,21.5,25.6,1999-01-24
13914,1999-01-25,20.5,30.4,1999-01-25
13915,1999-01-26,20.0,31.3,1999-01-26
13916,1999-01-27,19.0,28.4,1999-01-27
13917,1999-01-28,19.0,31.0,1999-01-28
13918,1999-01-29,22.0,31.3,1999-01-29
13919,1999-01-30,22.0,31.6,1999-01-30
13920,1999-01-31,24.5,33.0,1999-01-31
13921,1999-02-01,21.5,32.0,1999-02-01
13922,1999-02-02,20.5,28.4,1999-02-02
13923,1999-02-03,21.8,32.0,1999-02-03
13924,1999-02-04,20.0,29.3,1999-02-04
13925,1999-02-05,20.0,32.0,1999-02-05
13926,1999-02-06,22.5,30.4,1999-02-06
13927,1999-02-07,22.6,29.8,1999-02-07
13928,1999-02-08,20.6,31.4,1999-02-08
13929,1999-02-09,21.0,32.3,1999-02-09
13930,1999-02-10,21.0,32.1,1999-02-10
13931,1999-02-11,20.0,31.4,1999-02-11
13932,1999-02-12,20.5,28.1,1999-02-12
13933,1999-02-13,22.5,30.2,1999-02-13
13934,1999-02-14,21.0,29.6,1999-02-14
13935,1999-02-15,20.5,29.6,1999-02-15
13936,1999-02-16,20.5,27.4,1999-02-16
13937,1999-02-17,20.5,30.4,1999-02-17
13938,1999-02-18,20.5,31.8,1999-02-18
13939,1999-02-19,20.5,27.4,1999-02-19
13940,1999-02-20,21.0,31.2,1999-02-20
13941,1999-02-21,21.0,28.4,1999-02-21
13942,1999-02-22,19.8,26.8,1999-02-22
13943,1999-02-23,21.0,31.2,1999-02-23
13944,1999-02-24,20.0,33.0,1999-02-24
13945,1999-02-25,19.0,28.1,1999-02-25
13946,1999-02-26,20.0,32.4,1999-02-26
13947,1999-02-27,22.5,32.4,1999-02-27
13948,1999-02-28,20.0,27.4,1999-02-28
13949,1999-03-01,20.0,25.8,1999-03-01
13950,1999-03-02,20.0,29.9,1999-03-02
13951,1999-03-03,21.0,31.2,1999-03-03
13952,1999-03-04,21.0,30.6,1999-03-04
13953,1999-03-05,21.0,26.8,1999-03-05
13954,1999-03-06,20.0,31.8,1999-03-06
13955,1999-03-07,20.0,32.0,1999-03-07
13956,1999-03-08,21.5,31.2,1999-03-08
13957,1999-03-09,21.5,30.2,1999-03-09
13958,1999-03-10,20.0,27.8,1999-03-10
13959,1999-03-11,20.5,29.0,1999-03-11
13960,1999-03-12,20.5,30.8,1999-03-12
13961,1999-03-13,19.0,30.4,1999-03-13
13962,1999-03-14,21.0,32.4,1999-03-14
13963,1999-03-15,21.0,32.0,1999-03-15
13964,1999-03-16,20.0,31.0,1999-03-16
13965,1999-03-17,20.5,30.6,1999-03-17
13966,1999-03-18,20.0,28.8,1999-03-18
13967,1999-03-19,21.5,31.2,1999-03-19
13968,1999-03-20,21.5,31.6,1999-03-20
13969,1999-03-21,21.5,28.0,1999-03-21
13970,1999-03-22,20.5,30.6,1999-03-22
13971,1999-03-23,21.0,32.8,1999-03-23
13972,1999-03-24,21.0,29.8,1999-03-24
13973,1999-03-25,20.0,27.6,1999-03-25
13974,1999-03-26,20.5,31.8,1999-03-26
13975,1999-03-27,21.5,32.0,1999-03-27
13976,1999-03-28,21.0,31.1,1999-03-28
13977,1999-03-29,20.0,29.4,1999-03-29
13978,1999-03-30,20.0,31.6,1999-03-30
13979,1999-03-31,20.5,31.8,1999-03-31
13980,1999-04-01,21.5,27.6,1999-04-01
13981,1999-04-02,21.0,31.2,1999-04-02
13982,1999-04-03,21.0,28.4,1999-04-03
13983,1999-04-04,20.5,31.0,1999-04-04
13984,1999-04-05,21.0,32.2,1999-04-05
13985,1999-04-06,20.5,29.5,1999-04-06
13986,1999-04-07,21.0,31.8,1999-04-07
13987,1999-04-08,21.0,31.0,1999-04-08
13988,1999-04-09,21.5,30.4,1999-04-09
13989,1999-04-10,20.5,27.4,1999-04-10
13990,1999-04-11,21.0,32.3,1999-04-11
13991,1999-04-12,21.0,32.8,1999-04-12
13992,1999-04-13,21.0,32.8,1999-04-13
13993,1999-04-14,21.5,31.6,1999-04-14
13994,1999-04-15,20.5,31.2,1999-04-15
13995,1999-04-16,21.5,30.2,1999-04-16
13996,1999-04-17,21.0,32.0,1999-04-17
13997,1999-04-18,21.0,27.8,1999-04-18
13998,1999-04-19,20.5,25.6,1999-04-19
13999,1999-04-20,20.0,31.2,1999-04-20
14000,1999-04-21,21.0,31.4,1999-04-21
14001,1999-04-22,22.0,31.4,1999-04-22
14002,1999-04-23,20.5,29.4,1999-04-23
14003,1999-04-24,20.5,32.0,1999-04-24
14004,1999-04-25,20.5,31.4,1999-04-25
14005,1999-04-26,20.0,27.8,1999-04-26
14006,1999-04-27,20.0,32.0,1999-04-27
14007,1999-04-28,21.0,31.6,1999-04-28
14008,1999-04-29,21.5,31.0,1999-04-29
14009,1999-04-30,20.5,30.4,1999-04-30
14010,1999-05-01,22.5,31.4,1999-05-01
14011,1999-05-02,21.0,29.8,1999-05-02
14012,1999-05-03,21.5,30.3,1999-05-03
14013,1999-05-04,20.0,31.0,1999-05-04
14014,1999-05-05,21.0,29.2,1999-05-05
14015,1999-05-06,20.5,30.3,1999-05-06
14016,1999-05-07,21.0,32.4,1999-05-07
14017,1999-05-08,21.5,29.3,1999-05-08
14018,1999-05-09,21.0,31.1,1999-05-09
14019,1999-05-10,20.5,29.4,1999-05-10
14020,1999-05-11,20.5,29.0,1999-05-11
14021,1999-05-12,20.0,30.2,1999-05-12
14022,1999-05-13,21.5,31.4,1999-05-13
14023,1999-05-14,21.0,27.3,1999-05-14
14024,1999-05-15,20.5,30.2,1999-05-15
14025,1999-05-16,20.0,29.4,1999-05-16
14026,1999-05-17,20.0,31.0,1999-05-17
14027,1999-05-18,21.5,30.1,1999-05-18
14028,1999-05-19,21.0,34.2,1999-05-19
14029,1999-05-20,21.5,32.0,1999-05-20
14030,1999-05-21,20.5,28.2,1999-05-21
14031,1999-05-22,20.5,28.2,1999-05-22
14032,1999-05-23,21.0,31.1,1999-05-23
14033,1999-05-24,21.0,29.1,1999-05-24
14034,1999-05-25,21.0,32.0,1999-05-25
14035,1999-05-26,22.0,28.2,1999-05-26
14036,1999-05-27,21.0,29.3,1999-05-27
14037,1999-05-28,21.5,28.1,1999-05-28
14038,1999-05-29,21.0,31.4,1999-05-29
14039,1999-05-30,21.5,31.8,1999-05-30
14040,1999-05-31,20.0,27.1,1999-05-31
14041,1999-06-01,20.5,31.2,1999-06-01
14042,1999-06-02,20.5,27.2,1999-06-02
14043,1999-06-03,20.5,31.4,1999-06-03
14044,1999-06-04,21.5,30.6,1999-06-04
14045,1999-06-05,21.0,29.4,1999-06-05
14046,1999-06-06,20.0,31.0,1999-06-06
14047,1999-06-07,20.5,29.5,1999-06-07
14048,1999-06-08,20.0,32.2,1999-06-08
14049,1999-06-09,21.0,31.1,1999-06-09
14050,1999-06-10,22.0,32.4,1999-06-10
14051,1999-06-11,21.5,32.2,1999-06-11
14052,1999-06-12,21.0,30.2,1999-06-12
14053,1999-06-13,20.5,30.4,1999-06-13
14054,1999-06-14,21.0,32.0,1999-06-14
14055,1999-06-15,21.5,32.3,1999-06-15
14056,1999-06-16,20.5,30.0,1999-06-16
14057,1999-06-17,21.5,31.8,1999-06-17
14058,1999-06-18,21.5,31.4,1999-06-18
14059,1999-06-19,21.5,31.6,1999-06-19
14060,1999-06-20,21.0,31.6,1999-06-20
14061,1999-06-21,21.0,30.3,1999-06-21
14062,1999-06-22,21.5,32.2,1999-06-22
14063,1999-06-23,20.5,32.4,1999-06-23
14064,1999-06-24,21.0,28.3,1999-06-24
14065,1999-06-25,20.5,31.0,1999-06-25
14066,1999-06-26,20.5,31.0,1999-06-26
14067,1999-06-27,22.0,32.0,1999-06-27
14068,1999-06-28,20.5,32.4,1999-06-28
14069,1999-06-29,22.0,32.6,1999-06-29
14070,1999-06-30,21.0,33.4,1999-06-30
14071,1999-07-01,21.0,31.8,1999-07-01
14072,1999-07-02,21.0,32.2,1999-07-02
14073,1999-07-03,21.5,33.0,1999-07-03
14074,1999-07-04,22.4,30.2,1999-07-04
14075,1999-07-05,20.5,32.0,1999-07-05
14076,1999-07-06,20.5,27.2,1999-07-06
14077,1999-07-07,19.5,29.4,1999-07-07
14078,1999-07-08,20.5,31.2,1999-07-08
14079,1999-07-09,21.0,32.0,1999-07-09
14080,1999-07-10,21.0,30.8,1999-07-10
14081,1999-07-11,20.0,31.4,1999-07-11
14082,1999-07-12,20.5,32.1,1999-07-12
14083,1999-07-13,21.0,32.0,1999-07-13
14084,1999-07-14,20.5,32.2,1999-07-14
14085,1999-07-15,21.0,32.2,1999-07-15
14086,1999-07-16,21.2,32.4,1999-07-16
14087,1999-07-17,20.0,32.6,1999-07-17
14088,1999-07-18,21.0,32.4,1999-07-18
14089,1999-07-19,21.5,32.0,1999-07-19
14090,1999-07-20,21.5,31.8,1999-07-20
14091,1999-07-21,22.5,32.3,1999-07-21
14092,1999-07-22,21.6,29.6,1999-07-22
14093,1999-07-23,21.5,32.4,1999-07-23
14094,1999-07-24,22.0,33.1,1999-07-24
14095,1999-07-25,22.0,32.2,1999-07-25
14096,1999-07-26,21.5,32.4,1999-07-26
14097,1999-07-27,21.0,32.3,1999-07-27
14098,1999-07-28,21.6,29.2,1999-07-28
14099,1999-07-29,21.5,32.6,1999-07-29
14100,1999-07-30,21.5,33.1,1999-07-30
14101,1999-07-31,22.6,32.4,1999-07-31
14102,1999-08-01,21.5,34.0,1999-08-01
14103,1999-08-02,23.0,33.2,1999-08-02
14104,1999-08-03,21.4,33.6,1999-08-03
14105,1999-08-04,22.5,33.6,1999-08-04
14106,1999-08-05,21.0,31.3,1999-08-05
14107,1999-08-06,21.4,32.6,1999-08-06
14108,1999-08-07,22.0,32.8,1999-08-07
14109,1999-08-08,24.0,33.4,1999-08-08
14110,1999-08-09,21.2,33.8,1999-08-09
14111,1999-08-10,22.0,31.6,1999-08-10
14112,1999-08-11,22.0,29.2,1999-08-11
14113,1999-08-12,22.0,31.6,1999-08-12
14114,1999-08-13,20.5,33.0,1999-08-13
14115,1999-08-14,21.5,33.2,1999-08-14
14116,1999-08-15,21.5,28.4,1999-08-15
14117,1999-08-16,19.0,27.2,1999-08-16
14118,1999-08-17,18.0,28.4,1999-08-17
14119,1999-08-18,19.6,31.2,1999-08-18
14120,1999-08-19,20.0,32.0,1999-08-19
14121,1999-08-20,22.0,33.1,1999-08-20
14122,1999-08-21,22.4,32.6,1999-08-21
14123,1999-08-22,21.5,33.2,1999-08-22
14124,1999-08-23,21.5,33.4,1999-08-23
14125,1999-08-24,22.0,34.2,1999-08-24
14126,1999-08-25,22.0,34.2,1999-08-25
14127,1999-08-26,22.5,33.4,1999-08-26
14128,1999-08-27,22.8,33.8,1999-08-27
14129,1999-08-28,21.0,34.8,1999-08-28
14130,1999-08-29,22.0,35.2,1999-08-29
14131,1999-08-30,23.0,34.2,1999-08-30
14132,1999-08-31,22.5,34.0,1999-08-31
14133,1999-09-01,22.0,34.3,1999-09-01
14134,1999-09-02,21.6,34.2,1999-09-02
14135,1999-09-03,22.0,33.4,1999-09-03
14136,1999-09-04,21.5,34.2,1999-09-04
14137,1999-09-05,22.0,35.0,1999-09-05
14138,1999-09-06,22.5,32.4,1999-09-06
14139,1999-09-07,21.5,34.2,1999-09-07
14140,1999-09-08,22.5,36.0,1999-09-08
14141,1999-09-09,24.0,36.0,1999-09-09
14142,1999-09-10,24.0,32.1,1999-09-10
14143,1999-09-11,21.5,34.0,1999-09-11
14144,1999-09-12,23.0,28.0,1999-09-12
14145,1999-09-13,20.5,31.6,1999-09-13
14146,1999-09-14,21.5,33.2,1999-09-14
14147,1999-09-15,22.0,35.0,1999-09-15
14148,1999-09-16,22.5,35.2,1999-09-16
14149,1999-09-17,20.5,31.2,1999-09-17
14150,1999-09-18,21.0,33.0,1999-09-18
14151,1999-09-19,22.5,33.2,1999-09-19
14152,1999-09-20,23.5,31.2,1999-09-20
14153,1999-09-21,22.0,34.6,1999-09-21
14154,1999-09-22,22.0,34.4,1999-09-22
14155,1999-09-23,21.5,32.0,1999-09-23
14156,1999-09-24,21.5,34.0,1999-09-24
14157,1999-09-25,21.5,32.6,1999-09-25
14158,1999-09-26,22.0,28.3,1999-09-26
14159,1999-09-27,21.0,32.4,1999-09-27
14160,1999-09-28,22.0,31.4,1999-09-28
14161,1999-09-29,22.5,33.8,1999-09-29
14162,1999-09-30,20.5,28.4,1999-09-30
14163,1999-10-01,20.5,31.6,1999-10-01
14164,1999-10-02,21.5,33.3,1999-10-02
14165,1999-10-03,22.0,34.2,1999-10-03
14166,1999-10-04,22.5,32.3,1999-10-04
14167,1999-10-05,23.0,29.8,1999-10-05
14168,1999-10-06,21.0,32.0,1999-10-06
14169,1999-10-07,21.0,32.2,1999-10-07
14170,1999-10-08,21.0,33.6,1999-10-08
14171,1999-10-09,20.5,31.4,1999-10-09
14172,1999-10-10,20.5,34.3,1999-10-10
14173,1999-10-11,21.5,33.6,1999-10-11
14174,1999-10-12,22.5,33.2,1999-10-12
14175,1999-10-13,22.5,33.2,1999-10-13
14176,1999-10-14,20.5,32.8,1999-10-14
14177,1999-10-15,20.5,27.6,1999-10-15
14178,1999-10-16,20.0,33.3,1999-10-16
14179,1999-10-17,21.2,33.4,1999-10-17
14180,1999-10-18,22.0,34.6,1999-10-18
14181,1999-10-19,22.5,34.3,1999-10-19
14182,1999-10-20,21.5,34.0,1999-10-20
14183,1999-10-21,22.0,34.4,1999-10-21
14184,1999-10-22,23.0,35.0,1999-10-22
14185,1999-10-23,23.5,34.0,1999-10-23
14186,1999-10-24,21.5,34.4,1999-10-24
14187,1999-10-25,24.0,35.4,1999-10-25
14188,1999-10-26,22.6,36.0,1999-10-26
14189,1999-10-27,22.5,36.0,1999-10-27
14190,1999-10-28,24.5,36.0,1999-10-28
14191,1999-10-29,24.0,35.0,1999-10-29
14192,1999-10-30,22.5,34.2,1999-10-30
14193,1999-10-31,24.5,34.4,1999-10-31
14194,1999-11-01,21.0,29.6,1999-11-01
14195,1999-11-02,23.0,34.0,1999-11-02
14196,1999-11-03,23.0,34.3,1999-11-03
14197,1999-11-04,24.5,34.0,1999-11-04
14198,1999-11-05,23.0,34.4,1999-11-05
14199,1999-11-06,23.5,35.0,1999-11-06
14200,1999-11-07,22.0,28.4,1999-11-07
14201,1999-11-08,23.0,32.8,1999-11-08
14202,1999-11-09,24.5,34.3,1999-11-09
14203,1999-11-10,23.0,34.4,1999-11-10
14204,1999-11-11,21.0,28.8,1999-11-11
14205,1999-11-12,21.5,33.3,1999-11-12
14206,1999-11-13,23.0,30.0,1999-11-13
14207,1999-11-14,21.5,31.4,1999-11-14
14208,1999-11-15,22.0,33.3,1999-11-15
14209,1999-11-16,24.0,34.8,1999-11-16
14210,1999-11-17,23.0,35.0,1999-11-17
14211,1999-11-18,24.0,35.0,1999-11-18
14212,1999-11-19,23.6,32.8,1999-11-19
14213,1999-11-20,22.5,34.2,1999-11-20
14214,1999-11-21,23.0,34.2,1999-11-21
14215,1999-11-22,23.0,35.2,1999-11-22
14216,1999-11-23,21.5,28.8,1999-11-23
14217,1999-11-24,21.0,33.0,1999-11-24
14218,1999-11-25,21.4,32.0,1999-11-25
14219,1999-11-26,23.0,34.6,1999-11-26
14220,1999-11-27,23.3,34.3,1999-11-27
14221,1999-11-28,24.5,31.8,1999-11-28
14222,1999-11-29,22.5,33.4,1999-11-29
14223,1999-11-30,22.0,33.4,1999-11-30
14224,1999-12-01,23.0,33.2,1999-12-01
14225,1999-12-02,23.0,32.6,1999-12-02
14226,1999-12-03,22.5,31.8,1999-12-03
14227,1999-12-04,22.5,31.4,1999-12-04
14228,1999-12-05,22.4,33.0,1999-12-05
14229,1999-12-06,23.0,31.2,1999-12-06
14230,1999-12-07,22.5,33.4,1999-12-07
14231,1999-12-08,23.0,33.8,1999-12-08
14232,1999-12-09,23.0,32.4,1999-12-09
14233,1999-12-10,23.5,33.2,1999-12-10
14234,1999-12-11,24.0,33.6,1999-12-11
14235,1999-12-12,23.5,34.6,1999-12-12
14236,1999-12-13,23.0,34.8,1999-12-13
14237,1999-12-14,23.5,35.2,1999-12-14
14238,1999-12-15,23.6,34.6,1999-12-15
14239,1999-12-16,22.5,33.8,1999-12-16
14240,1999-12-17,23.0,33.8,1999-12-17
14241,1999-12-18,22.8,32.8,1999-12-18
14242,1999-12-19,23.5,34.8,1999-12-19
14243,1999-12-20,22.0,26.6,1999-12-20
14244,1999-12-21,23.0,29.4,1999-12-21
14245,1999-12-22,22.5,29.6,1999-12-22
14246,1999-12-23,22.5,30.2,1999-12-23
14247,1999-12-24,21.5,30.0,1999-12-24
14248,1999-12-25,22.0,32.2,1999-12-25
14249,1999-12-26,23.5,33.2,1999-12-26
14250,1999-12-27,21.0,28.4,1999-12-27
14251,1999-12-28,20.5,32.8,1999-12-28
14252,1999-12-29,21.5,34.4,1999-12-29
14253,1999-12-30,22.0,34.4,1999-12-30
14254,1999-12-31,23.0,30.2,1999-12-31
14255,2000-01-01,22.5,29.4,2000-01-01
14256,2000-01-02,21.8,28.4,2000-01-02
14257,2000-01-03,22.0,30.4,2000-01-03
14258,2000-01-04,21.5,31.1,2000-01-04
14259,2000-01-05,20.5,28.8,2000-01-05
14260,2000-01-06,21.5,32.2,2000-01-06
14261,2000-01-07,22.5,31.4,2000-01-07
14262,2000-01-08,23.0,33.0,2000-01-08
14263,2000-01-09,22.5,31.6,2000-01-09
14264,2000-01-10,22.0,33.1,2000-01-10
14265,2000-01-11,24.0,32.8,2000-01-11
14266,2000-01-12,22.0,30.6,2000-01-12
14267,2000-01-13,21.0,31.3,2000-01-13
14268,2000-01-14,22.5,31.0,2000-01-14
14269,2000-01-15,22.5,30.6,2000-01-15
14270,2000-01-16,22.0,30.3,2000-01-16
14271,2000-01-17,22.0,30.0,2000-01-17
14272,2000-01-18,21.0,30.2,2000-01-18
14273,2000-01-19,21.5,31.1,2000-01-19
14274,2000-01-20,21.5,28.8,2000-01-20
14275,2000-01-21,21.5,33.4,2000-01-21
14276,2000-01-22,20.0,28.0,2000-01-22
14277,2000-01-23,21.5,31.2,2000-01-23
14278,2000-01-24,22.0,31.6,2000-01-24
14279,2000-01-25,22.0,30.0,2000-01-25
14280,2000-01-26,22.0,31.8,2000-01-26
14281,2000-01-27,22.5,32.6,2000-01-27
14282,2000-01-28,22.0,34.1,2000-01-28
14283,2000-01-29,21.0,29.2,2000-01-29
14284,2000-01-30,20.5,25.6,2000-01-30
14285,2000-01-31,21.5,32.0,2000-01-31
14286,2000-02-01,21.0,31.4,2000-02-01
14287,2000-02-02,21.5,30.2,2000-02-02
14288,2000-02-03,22.0,32.1,2000-02-03
14289,2000-02-04,21.8,27.4,2000-02-04
14290,2000-02-05,20.5,28.6,2000-02-05
14291,2000-02-06,20.5,29.3,2000-02-06
14292,2000-02-07,22.6,32.0,2000-02-07
14293,2000-02-08,22.5,32.0,2000-02-08
14294,2000-02-09,23.0,31.4,2000-02-09
14295,2000-02-10,23.0,32.6,2000-02-10
14296,2000-02-11,23.0,32.6,2000-02-11
14297,2000-02-12,22.5,27.4,2000-02-12
14298,2000-02-13,22.6,28.2,2000-02-13
14299,2000-02-14,21.5,30.6,2000-02-14
14300,2000-02-15,21.5,32.4,2000-02-15
14301,2000-02-16,21.0,27.8,2000-02-16
14302,2000-02-17,21.0,32.0,2000-02-17
14303,2000-02-18,22.0,31.4,2000-02-18
14304,2000-02-19,21.6,29.6,2000-02-19
14305,2000-02-20,21.5,32.4,2000-02-20
14306,2000-02-21,20.0,27.3,2000-02-21
14307,2000-02-22,21.5,31.2,2000-02-22
14308,2000-02-23,22.0,27.4,2000-02-23
14309,2000-02-24,20.5,31.3,2000-02-24
14310,2000-02-25,21.5,32.8,2000-02-25
14311,2000-02-26,21.0,27.4,2000-02-26
14312,2000-02-27,21.0,33.3,2000-02-27
