,Data,Temperatura Mínima,Temperatura Máxima,"('Data', 'Temperatura mínima', 'Temperatura máxima')"
14313,2000-02-28,22.6,32.6,2000-02-28
14314,2000-02-29,21.0,30.8,2000-02-29
14315,2000-03-01,22.5,32.4,2000-03-01
14316,2000-03-02,21.5,32.6,2000-03-02
14317,2000-03-03,21.5,27.4,2000-03-03
14318,2000-03-04,21.5,25.2,2000-03-04
14319,2000-03-05,22.4,30.8,2000-03-05
14320,2000-03-06,21.0,32.2,2000-03-06
14321,2000-03-07,22.5,30.3,2000-03-07
14322,2000-03-08,22.0,26.2,2000-03-08
14323,2000-03-09,21.0,32.4,2000-03-09
14324,2000-03-10,22.5,33.0,2000-03-10
14325,2000-03-11,22.0,28.8,2000-03-11
14326,2000-03-12,21.5,28.4,2000-03-12
14327,2000-03-13,21.5,31.0,2000-03-13
14328,2000-03-14,22.1,31.0,2000-03-14
14329,2000-03-15,22.5,30.6,2000-03-15
14330,2000-03-16,22.5,29.3,2000-03-16
14331,2000-03-17,22.4,25.3,2000-03-17
14332,2000-03-18,21.5,31.0,2000-03-18
14333,2000-03-19,21.5,28.3,2000-03-19
14334,2000-03-20,22.0,32.6,2000-03-20
14335,2000-03-21,21.5,32.6,2000-03-21
14336,2000-03-22,21.5,30.0,2000-03-22
14337,2000-03-23,21.6,32.0,2000-03-23
14338,2000-03-24,22.0,28.2,2000-03-24
14339,2000-03-25,21.5,33.1,2000-03-25
14340,2000-03-26,22.0,33.0,2000-03-26
14341,2000-03-27,22.0,26.0,2000-03-27
14342,2000-03-28,21.0,29.3,2000-03-28
14343,2000-03-29,21.6,33.2,2000-03-29
14344,2000-03-30,22.5,33.2,2000-03-30
14345,2000-03-31,22.5,33.2,2000-03-31
14346,2000-04-01,22.0,27.8,2000-04-01
14347,2000-04-02,20.5,29.4,2000-04-02
14348,2000-04-03,21.5,32.0,2000-04-03
14349,2000-04-04,22.0,30.4,2000-04-04
14350,2000-04-05,22.5,30.0,2000-04-05
14351,2000-04-06,22.4,32.2,2000-04-06
14352,2000-04-07,22.4,33.0,2000-04-07
14353,2000-04-08,22.5,31.8,2000-04-08
14354,2000-04-09,21.5,33.4,2000-04-09
14355,2000-04-10,24.0,31.6,2000-04-10
14356,2000-04-11,21.5,26.8,2000-04-11
14357,2000-04-12,21.5,31.3,2000-04-12
14358,2000-04-13,20.5,25.4,2000-04-13
14359,2000-04-14,21.5,32.0,2000-04-14
14360,2000-04-15,19.0,31.8,2000-04-15
14361,2000-04-16,22.4,28.4,2000-04-16
14362,2000-04-17,21.0,32.0,2000-04-17
14363,2000-04-18,22.5,32.4,2000-04-18
14364,2000-04-19,20.5,25.4,2000-04-19
14365,2000-04-20,20.0,32.0,2000-04-20
14366,2000-04-21,22.0,33.3,2000-04-21
14367,2000-04-22,22.0,30.0,2000-04-22
14368,2000-04-23,20.5,28.6,2000-04-23
14369,2000-04-24,20.0,32.3,2000-04-24
14370,2000-04-25,21.0,31.2,2000-04-25
14371,2000-04-26,21.0,27.6,2000-04-26
14372,2000-04-27,21.0,31.3,2000-04-27
14373,2000-04-28,22.5,29.4,2000-04-28
14374,2000-04-29,21.5,28.0,2000-04-29
14375,2000-04-30,21.5,32.3,2000-04-30
14376,2000-05-01,21.0,32.1,2000-05-01
14377,2000-05-02,21.5,33.1,2000-05-02
14378,2000-05-03,22.6,32.5,2000-05-03
14379,2000-05-04,22.0,34.1,2000-05-04
14380,2000-05-05,22.5,30.5,2000-05-05
14381,2000-05-06,22.0,27.5,2000-05-06
14382,2000-05-07,21.8,28.3,2000-05-07
14383,2000-05-08,21.5,31.7,2000-05-08
14384,2000-05-09,21.5,31.1,2000-05-09
14385,2000-05-10,23.2,33.7,2000-05-10
14386,2000-05-11,23.0,32.5,2000-05-11
14387,2000-05-12,23.0,28.2,2000-05-12
14388,2000-05-13,22.5,30.9,2000-05-13
14389,2000-05-14,21.5,32.1,2000-05-14
14390,2000-05-15,22.5,32.4,2000-05-15
14391,2000-05-16,21.5,31.1,2000-05-16
14392,2000-05-17,22.5,27.3,2000-05-17
14393,2000-05-18,22.0,32.5,2000-05-18
14394,2000-05-19,23.5,28.9,2000-05-19
14395,2000-05-20,22.5,26.9,2000-05-20
14396,2000-05-21,22.5,31.4,2000-05-21
14397,2000-05-22,21.5,32.3,2000-05-22
14398,2000-05-23,22.5,32.5,2000-05-23
14399,2000-05-24,23.0,33.4,2000-05-24
14400,2000-05-25,21.0,33.1,2000-05-25
14401,2000-05-26,23.0,33.1,2000-05-26
14402,2000-05-27,22.5,32.4,2000-05-27
14403,2000-05-28,22.8,31.9,2000-05-28
14404,2000-05-29,22.5,32.3,2000-05-29
14405,2000-05-30,21.5,32.1,2000-05-30
14406,2000-05-31,24.0,33.3,2000-05-31
14407,2000-06-01,22.5,32.4,2000-06-01
14408,2000-06-02,22.5,32.1,2000-06-02
14409,2000-06-03,21.5,32.9,2000-06-03
14410,2000-06-04,21.5,32.6,2000-06-04
14411,2000-06-05,22.5,32.3,2000-06-05
14412,2000-06-06,22.5,31.5,2000-06-06
14413,2000-06-07,21.5,32.4,2000-06-07
14414,2000-06-08,21.5,33.5,2000-06-08
14415,2000-06-09,22.5,34.3,2000-06-09
14416,2000-06-10,22.0,34.2,2000-06-10
14417,2000-06-11,23.5,33.5,2000-06-11
14418,2000-06-12,23.0,32.7,2000-06-12
14419,2000-06-13,21.6,33.5,2000-06-13
14420,2000-06-14,21.5,32.9,2000-06-14
14421,2000-06-15,21.5,32.5,2000-06-15
14422,2000-06-16,21.2,32.7,2000-06-16
14423,2000-06-17,21.2,32.1,2000-06-17
14424,2000-06-18,21.1,32.9,2000-06-18
14425,2000-06-19,21.5,30.2,2000-06-19
14426,2000-06-20,21.5,31.9,2000-06-20
14427,2000-06-21,22.0,32.1,2000-06-21
14428,2000-06-22,22.5,29.3,2000-06-22
14429,2000-06-23,22.5,31.9,2000-06-23
14430,2000-06-24,22.0,32.3,2000-06-24
14431,2000-06-25,21.5,32.5,2000-06-25
14432,2000-06-26,21.5,32.9,2000-06-26
14433,2000-06-27,21.5,32.7,2000-06-27
14434,2000-06-28,22.5,33.1,2000-06-28
14435,2000-06-29,22.5,33.1,2000-06-29
14436,2000-06-30,22.0,33.3,2000-06-30
14437,2000-07-01,24.0,33.1,2000-07-01
14438,2000-07-02,22.6,33.7,2000-07-02
14439,2000-07-03,24.0,32.9,2000-07-03
14440,2000-07-04,21.5,29.5,2000-07-04
14441,2000-07-05,22.5,30.5,2000-07-05
14442,2000-07-06,22.5,32.3,2000-07-06
14443,2000-07-07,21.5,31.2,2000-07-07
14444,2000-07-08,21.5,32.3,2000-07-08
14445,2000-07-09,21.5,31.5,2000-07-09
14446,2000-07-10,22.0,33.3,2000-07-10
14447,2000-07-11,22.0,31.7,2000-07-11
14448,2000-07-12,23.0,31.7,2000-07-12
14449,2000-07-13,19.5,26.5,2000-07-13
14450,2000-07-14,20.5,28.9,2000-07-14
14451,2000-07-15,20.5,26.7,2000-07-15
14452,2000-07-16,20.0,31.4,2000-07-16
14453,2000-07-17,23.0,31.1,2000-07-17
14454,2000-07-18,21.0,32.1,2000-07-18
14455,2000-07-19,22.7,33.4,2000-07-19
14456,2000-07-20,22.0,31.5,2000-07-20
14457,2000-07-21,21.5,33.1,2000-07-21
14458,2000-07-22,22.0,33.9,2000-07-22
14459,2000-07-23,21.0,33.9,2000-07-23
14460,2000-07-24,21.5,31.9,2000-07-24
14461,2000-07-25,22.0,32.3,2000-07-25
14462,2000-07-26,22.5,31.9,2000-07-26
14463,2000-07-27,22.5,33.1,2000-07-27
14464,2000-07-28,21.0,34.3,2000-07-28
14465,2000-07-29,21.0,35.1,2000-07-29
14466,2000-07-30,24.5,34.1,2000-07-30
14467,2000-07-31,20.0,31.9,2000-07-31
14468,2000-08-01,22.0,33.1,2000-08-01
14469,2000-08-02,21.0,33.5,2000-08-02
14470,2000-08-03,22.0,33.5,2000-08-03
14471,2000-08-04,24.0,33.9,2000-08-04
14472,2000-08-05,22.5,33.5,2000-08-05
14473,2000-08-06,22.5,34.1,2000-08-06
14474,2000-08-07,21.0,28.5,2000-08-07
14475,2000-08-08,20.0,32.3,2000-08-08
14476,2000-08-09,23.0,33.1,2000-08-09
14477,2000-08-10,22.0,34.1,2000-08-10
14478,2000-08-11,22.5,33.3,2000-08-11
14479,2000-08-12,22.0,31.9,2000-08-12
14480,2000-08-13,21.0,28.7,2000-08-13
14481,2000-08-14,22.0,30.7,2000-08-14
14482,2000-08-15,22.0,31.3,2000-08-15
14483,2000-08-16,22.5,33.3,2000-08-16
14484,2000-08-17,22.5,33.7,2000-08-17
14485,2000-08-18,23.5,34.1,2000-08-18
14486,2000-08-19,23.0,33.1,2000-08-19
14487,2000-08-20,23.0,31.1,2000-08-20
14488,2000-08-21,23.0,33.3,2000-08-21
14489,2000-08-22,24.0,30.1,2000-08-22
14490,2000-08-23,23.5,33.5,2000-08-23
14491,2000-08-24,23.0,33.7,2000-08-24
14492,2000-08-25,22.6,34.5,2000-08-25
14493,2000-08-26,22.5,32.1,2000-08-26
14494,2000-08-27,21.5,34.5,2000-08-27
14495,2000-08-28,22.5,34.5,2000-08-28
14496,2000-08-29,23.5,35.1,2000-08-29
14497,2000-08-30,23.0,35.1,2000-08-30
14498,2000-08-31,23.0,35.3,2000-08-31
14499,2000-09-01,24.5,34.3,2000-09-01
14500,2000-09-02,23.5,34.1,2000-09-02
14501,2000-09-03,23.0,34.5,2000-09-03
14502,2000-09-04,23.5,35.1,2000-09-04
14503,2000-09-05,24.0,36.1,2000-09-05
14504,2000-09-06,22.0,27.9,2000-09-06
14505,2000-09-07,21.0,31.9,2000-09-07
14506,2000-09-08,23.0,34.7,2000-09-08
14507,2000-09-09,23.0,35.5,2000-09-09
14508,2000-09-10,24.5,35.1,2000-09-10
14509,2000-09-11,22.0,35.7,2000-09-11
14510,2000-09-12,23.5,32.1,2000-09-12
14511,2000-09-13,24.0,35.5,2000-09-13
14512,2000-09-14,24.0,36.1,2000-09-14
14513,2000-09-15,24.5,33.5,2000-09-15
14514,2000-09-16,23.0,33.1,2000-09-16
14515,2000-09-17,22.5,33.9,2000-09-17
14516,2000-09-18,23.5,35.5,2000-09-18
14517,2000-09-19,21.0,30.5,2000-09-19
14518,2000-09-20,22.2,32.9,2000-09-20
14519,2000-09-21,21.5,33.3,2000-09-21
14520,2000-09-22,23.0,34.9,2000-09-22
14521,2000-09-23,22.5,34.5,2000-09-23
14522,2000-09-24,23.5,34.7,2000-09-24
14523,2000-09-25,24.0,34.5,2000-09-25
14524,2000-09-26,24.0,29.7,2000-09-26
14525,2000-09-27,20.5,26.9,2000-09-27
14526,2000-09-28,20.0,27.5,2000-09-28
14527,2000-09-29,20.0,31.7,2000-09-29
14528,2000-09-30,23.0,32.7,2000-09-30
14529,2000-10-01,21.0,29.7,2000-10-01
14530,2000-10-02,21.0,32.5,2000-10-02
14531,2000-10-03,21.0,31.1,2000-10-03
14532,2000-10-04,22.0,33.9,2000-10-04
14533,2000-10-05,23.5,32.7,2000-10-05
14534,2000-10-06,23.6,32.9,2000-10-06
14535,2000-10-07,23.0,33.3,2000-10-07
14536,2000-10-08,22.5,33.1,2000-10-08
14537,2000-10-09,21.5,33.7,2000-10-09
14538,2000-10-10,22.5,33.7,2000-10-10
14539,2000-10-11,23.0,34.3,2000-10-11
14540,2000-10-12,23.0,34.1,2000-10-12
14541,2000-10-13,23.5,33.7,2000-10-13
14542,2000-10-14,23.0,34.1,2000-10-14
14543,2000-10-15,23.5,34.5,2000-10-15
14544,2000-10-16,23.0,34.3,2000-10-16
14545,2000-10-17,22.5,33.9,2000-10-17
14546,2000-10-18,23.5,34.5,2000-10-18
14547,2000-10-19,23.0,34.7,2000-10-19
14548,2000-10-20,23.5,34.7,2000-10-20
14549,2000-10-21,23.0,34.5,2000-10-21
14550,2000-10-22,23.5,34.5,2000-10-22
14551,2000-10-23,23.5,32.9,2000-10-23
14552,2000-10-24,24.0,33.1,2000-10-24
14553,2000-10-25,23.5,34.3,2000-10-25
14554,2000-10-26,23.5,34.9,2000-10-26
14555,2000-10-27,24.0,35.5,2000-10-27
14556,2000-10-28,23.0,34.3,2000-10-28
14557,2000-10-29,23.0,28.5,2000-10-29
14558,2000-10-30,23.0,33.3,2000-10-30
14559,2000-10-31,23.5,35.3,2000-10-31
14560,2000-11-01,24.0,33.7,2000-11-01
14561,2000-11-02,25.0,34.7,2000-11-02
14562,2000-11-03,24.0,34.7,2000-11-03
14563,2000-11-04,24.0,34.7,2000-11-04
14564,2000-11-05,24.0,34.7,2000-11-05
14565,2000-11-06,20.0,34.7,2000-11-06
14566,2000-11-07,20.5,32.5,2000-11-07
14567,2000-11-08,22.5,35.3,2000-11-08
14568,2000-11-09,24.5,33.8,2000-11-09
14569,2000-11-10,24.0,34.5,2000-11-10
14570,2000-11-11,21.5,35.1,2000-11-11
14571,2000-11-12,21.0,33.9,2000-11-12
14572,2000-11-13,23.5,34.5,2000-11-13
14573,2000-11-14,20.0,34.7,2000-11-14
14574,2000-11-15,20.0,33.1,2000-11-15
14575,2000-11-16,23.0,34.3,2000-11-16
14576,2000-11-17,23.0,34.7,2000-11-17
14577,2000-11-18,22.0,31.1,2000-11-18
14578,2000-11-19,23.0,33.1,2000-11-19
14579,2000-11-20,22.0,32.1,2000-11-20
14580,2000-11-21,22.0,30.2,2000-11-21
14581,2000-11-22,21.5,32.3,2000-11-22
14582,2000-11-23,21.5,33.9,2000-11-23
14583,2000-11-24,22.5,34.5,2000-11-24
14584,2000-11-25,23.5,34.9,2000-11-25
14585,2000-11-26,23.0,31.5,2000-11-26
14586,2000-11-27,22.5,34.1,2000-11-27
14587,2000-11-28,23.0,34.7,2000-11-28
14588,2000-11-29,23.4,34.7,2000-11-29
14589,2000-11-30,22.0,34.7,2000-11-30
14590,2000-12-01,23.0,34.5,2000-12-01
14591,2000-12-02,23.0,33.9,2000-12-02
14592,2000-12-03,23.5,32.9,2000-12-03
14593,2000-12-04,23.5,34.3,2000-12-04
14594,2000-12-05,22.5,28.7,2000-12-05
14595,2000-12-06,22.5,32.7,2000-12-06
14596,2000-12-07,23.4,33.3,2000-12-07
14597,2000-12-08,21.5,33.3,2000-12-08
14598,2000-12-09,21.6,33.1,2000-12-09
14599,2000-12-10,22.6,32.3,2000-12-10
14600,2000-12-11,23.0,32.5,2000-12-11
14601,2000-12-12,23.5,32.7,2000-12-12
14602,2000-12-13,24.2,33.3,2000-12-13
14603,2000-12-14,24.0,31.7,2000-12-14
14604,2000-12-15,22.0,33.9,2000-12-15
14605,2000-12-16,22.0,35.3,2000-12-16
14606,2000-12-17,19.0,30.7,2000-12-17
14607,2000-12-18,21.4,29.7,2000-12-18
14608,2000-12-19,21.4,29.8,2000-12-19
14609,2000-12-20,21.6,30.8,2000-12-20
14610,2000-12-21,21.6,29.2,2000-12-21
14611,2000-12-22,22.4,33.0,2000-12-22
14612,2000-12-23,22.1,33.9,2000-12-23
14613,2000-12-24,23.0,32.8,2000-12-24
14614,2000-12-25,21.0,30.8,2000-12-25
14615,2000-12-26,21.0,32.6,2000-12-26
14616,2000-12-27,22.0,33.7,2000-12-27
14617,2000-12-28,22.5,34.3,2000-12-28
14618,2000-12-29,23.0,33.0,2000-12-29
14619,2000-12-30,22.5,29.8,2000-12-30
14620,2000-12-31,20.5,29.8,2000-12-31
14621,2001-01-01,21.5,28.4,2001-01-01
14622,2001-01-02,21.5,31.8,2001-01-02
14623,2001-01-03,22.5,34.8,2001-01-03
14624,2001-01-04,21.5,31.2,2001-01-04
14625,2001-01-05,21.0,29.4,2001-01-05
14626,2001-01-06,21.0,32.6,2001-01-06
14627,2001-01-07,21.0,28.0,2001-01-07
14628,2001-01-08,20.5,29.4,2001-01-08
14629,2001-01-09,20.4,26.0,2001-01-09
14630,2001-01-10,20.5,29.4,2001-01-10
14631,2001-01-11,22.0,31.6,2001-01-11
14632,2001-01-12,23.0,30.8,2001-01-12
14633,2001-01-13,21.5,31.2,2001-01-13
14634,2001-01-14,21.0,30.4,2001-01-14
14635,2001-01-15,21.0,30.8,2001-01-15
14636,2001-01-16,20.0,27.2,2001-01-16
14637,2001-01-17,20.0,30.0,2001-01-17
14638,2001-01-18,19.5,26.8,2001-01-18
14639,2001-01-19,19.0,28.6,2001-01-19
14640,2001-01-20,20.0,30.2,2001-01-20
14641,2001-01-21,19.5,25.8,2001-01-21
14642,2001-01-22,19.5,31.4,2001-01-22
14643,2001-01-23,20.5,26.8,2001-01-23
14644,2001-01-24,20.5,30.0,2001-01-24
14645,2001-01-25,20.5,32.8,2001-01-25
14646,2001-01-26,21.0,27.6,2001-01-26
14647,2001-01-27,20.5,32.0,2001-01-27
14648,2001-01-28,21.0,30.6,2001-01-28
14649,2001-01-29,20.0,30.6,2001-01-29
14650,2001-01-30,21.4,31.8,2001-01-30
14651,2001-01-31,21.0,29.8,2001-01-31
14652,2001-02-01,20.5,30.0,2001-02-01
14653,2001-02-02,20.6,32.8,2001-02-02
14654,2001-02-03,21.5,31.6,2001-02-03
14655,2001-02-04,20.5,29.4,2001-02-04
14656,2001-02-05,21.0,31.0,2001-02-05
14657,2001-02-06,18.0,33.0,2001-02-06
14658,2001-02-07,22.0,31.8,2001-02-07
14659,2001-02-08,21.5,31.4,2001-02-08
14660,2001-02-09,21.0,31.2,2001-02-09
14661,2001-02-10,20.5,31.4,2001-02-10
14662,2001-02-11,22.0,33.2,2001-02-11
14663,2001-02-12,22.0,32.0,2001-02-12
14664,2001-02-13,22.0,30.2,2001-02-13
14665,2001-02-14,21.5,29.0,2001-02-14
14666,2001-02-15,21.5,30.6,2001-02-15
14667,2001-02-16,23.4,30.2,2001-02-16
14668,2001-02-17,24.0,30.2,2001-02-17
14669,2001-02-18,23.4,30.8,2001-02-18
14670,2001-02-19,23.4,30.8,2001-02-19
14671,2001-02-20,23.4,31.0,2001-02-20
14672,2001-02-21,23.8,31.6,2001-02-21
14673,2001-02-22,24.2,31.2,2001-02-22
14674,2001-02-23,24.6,31.6,2001-02-23
14675,2001-02-24,22.1,32.0,2001-02-24
14676,2001-02-25,24.4,33.2,2001-02-25
14677,2001-02-26,23.6,33.0,2001-02-26
14678,2001-02-27,22.8,30.4,2001-02-27
14679,2001-02-28,23.0,31.0,2001-02-28
14680,2001-03-01,23.4,30.0,2001-03-01
14681,2001-03-02,23.4,29.0,2001-03-02
14682,2001-03-03,22.4,29.8,2001-03-03
14683,2001-03-04,22.4,31.0,2001-03-04
14684,2001-03-05,22.6,28.2,2001-03-05
14685,2001-03-06,23.2,31.4,2001-03-06
14686,2001-03-07,23.8,33.5,2001-03-07
14687,2001-03-08,24.2,33.2,2001-03-08
14688,2001-03-09,24.0,32.6,2001-03-09
14689,2001-03-10,23.6,33.2,2001-03-10
14690,2001-03-11,23.2,33.5,2001-03-11
14691,2001-03-12,25.0,34.1,2001-03-12
14692,2001-03-13,25.4,34.3,2001-03-13
14693,2001-03-14,25.2,34.9,2001-03-14
14694,2001-03-15,25.2,35.1,2001-03-15
14695,2001-03-16,23.4,31.6,2001-03-16
14696,2001-03-17,23.6,33.7,2001-03-17
14697,2001-03-18,23.8,31.8,2001-03-18
14698,2001-03-19,23.0,30.6,2001-03-19
14699,2001-03-20,23.4,33.2,2001-03-20
14700,2001-03-21,23.2,33.9,2001-03-21
14701,2001-03-22,23.6,33.9,2001-03-22
14702,2001-03-23,23.4,28.0,2001-03-23
14703,2001-03-24,23.2,30.2,2001-03-24
14704,2001-03-25,23.6,29.6,2001-03-25
14705,2001-03-26,23.6,31.6,2001-03-26
14706,2001-03-27,23.4,28.8,2001-03-27
14707,2001-03-28,21.9,25.2,2001-03-28
14708,2001-03-29,21.9,32.0,2001-03-29
14709,2001-03-30,21.9,33.0,2001-03-30
14710,2001-03-31,24.0,30.6,2001-03-31
14711,2001-04-01,23.4,33.0,2001-04-01
14712,2001-04-02,22.8,26.6,2001-04-02
14713,2001-04-03,22.8,33.0,2001-04-03
14714,2001-04-04,24.2,33.0,2001-04-04
14715,2001-04-05,23.0,28.6,2001-04-05
14716,2001-04-06,23.4,30.0,2001-04-06
14717,2001-04-07,23.4,27.6,2001-04-07
14718,2001-04-08,22.4,31.0,2001-04-08
14719,2001-04-09,24.0,28.0,2001-04-09
14720,2001-04-10,22.4,32.4,2001-04-10
14721,2001-04-11,23.6,32.4,2001-04-11
14722,2001-04-12,22.6,27.0,2001-04-12
14723,2001-04-13,23.0,32.0,2001-04-13
14724,2001-04-14,23.2,31.4,2001-04-14
14725,2001-04-15,21.7,32.0,2001-04-15
14726,2001-04-16,23.4,32.8,2001-04-16
14727,2001-04-17,24.2,32.2,2001-04-17
14728,2001-04-18,22.2,28.2,2001-04-18
14729,2001-04-19,22.6,31.6,2001-04-19
14730,2001-04-20,22.8,32.2,2001-04-20
14731,2001-04-21,25.0,29.4,2001-04-21
14732,2001-04-22,23.6,32.6,2001-04-22
14733,2001-04-23,25.0,32.8,2001-04-23
14734,2001-04-24,25.0,33.5,2001-04-24
14735,2001-04-25,25.0,32.8,2001-04-25
14736,2001-04-26,24.6,33.3,2001-04-26
14737,2001-04-27,23.8,33.0,2001-04-27
14738,2001-04-28,23.2,33.3,2001-04-28
14739,2001-04-29,24.2,33.2,2001-04-29
14740,2001-04-30,24.2,33.5,2001-04-30
14741,2001-05-01,24.6,32.8,2001-05-01
14742,2001-05-02,24.2,30.2,2001-05-02
14743,2001-05-03,24.2,31.0,2001-05-03
14744,2001-05-04,24.4,34.1,2001-05-04
14745,2001-05-05,24.2,31.8,2001-05-05
14746,2001-05-06,23.2,33.0,2001-05-06
14747,2001-05-07,24.6,30.6,2001-05-07
14748,2001-05-08,24.6,32.6,2001-05-08
14749,2001-05-09,25.2,32.2,2001-05-09
14750,2001-05-10,25.0,30.0,2001-05-10
14751,2001-05-11,24.4,26.2,2001-05-11
14752,2001-05-12,23.4,32.6,2001-05-12
14753,2001-05-13,24.6,32.4,2001-05-13
14754,2001-05-14,24.2,32.8,2001-05-14
14755,2001-05-15,24.4,31.4,2001-05-15
14756,2001-05-16,24.2,32.6,2001-05-16
14757,2001-05-17,23.6,32.8,2001-05-17
14758,2001-05-18,25.0,32.4,2001-05-18
14759,2001-05-19,24.2,33.3,2001-05-19
14760,2001-05-20,23.8,33.5,2001-05-20
14761,2001-05-21,23.6,33.7,2001-05-21
14762,2001-05-22,23.2,33.0,2001-05-22
14763,2001-05-23,22.4,29.8,2001-05-23
14764,2001-05-24,22.4,32.8,2001-05-24
14765,2001-05-25,24.0,32.0,2001-05-25
14766,2001-05-26,23.6,33.0,2001-05-26
14767,2001-05-27,23.6,32.0,2001-05-27
14768,2001-05-28,23.8,33.5,2001-05-28
14769,2001-05-29,23.6,33.7,2001-05-29
14770,2001-05-30,24.0,34.7,2001-05-30
14771,2001-05-31,24.2,33.9,2001-05-31
14772,2001-06-01,22.4,30.8,2001-06-01
14773,2001-06-02,22.6,33.0,2001-06-02
14774,2001-06-03,21.5,29.8,2001-06-03
14775,2001-06-04,21.9,30.4,2001-06-04
14776,2001-06-05,23.8,33.0,2001-06-05
14777,2001-06-06,24.0,33.7,2001-06-06
14778,2001-06-07,24.0,32.2,2001-06-07
14779,2001-06-08,23.4,30.8,2001-06-08
14780,2001-06-09,23.6,31.0,2001-06-09
14781,2001-06-10,23.2,32.2,2001-06-10
14782,2001-06-11,24.8,32.8,2001-06-11
14783,2001-06-12,22.6,26.8,2001-06-12
14784,2001-06-13,21.9,32.2,2001-06-13
14785,2001-06-14,23.2,29.8,2001-06-14
14786,2001-06-15,23.2,32.8,2001-06-15
14787,2001-06-16,23.0,33.0,2001-06-16
14788,2001-06-17,24.0,32.0,2001-06-17
14789,2001-06-18,23.2,32.6,2001-06-18
14790,2001-06-19,21.3,25.8,2001-06-19
14791,2001-06-20,20.1,22.6,2001-06-20
14792,2001-06-21,19.9,25.0,2001-06-21
14793,2001-06-22,20.3,26.0,2001-06-22
14794,2001-06-23,21.7,27.2,2001-06-23
14795,2001-06-24,22.1,29.0,2001-06-24
14796,2001-06-25,22.8,31.6,2001-06-25
14797,2001-06-26,23.2,32.6,2001-06-26
14798,2001-06-27,21.3,30.6,2001-06-27
14799,2001-06-28,21.3,30.0,2001-06-28
14800,2001-06-29,22.4,32.0,2001-06-29
14801,2001-06-30,23.4,32.6,2001-06-30
14802,2001-07-01,23.8,33.3,2001-07-01
14803,2001-07-02,22.6,32.4,2001-07-02
14804,2001-07-03,23.0,33.7,2001-07-03
14805,2001-07-04,24.4,33.0,2001-07-04
14806,2001-07-05,24.4,32.4,2001-07-05
14807,2001-07-06,24.0,33.0,2001-07-06
14808,2001-07-07,24.2,33.2,2001-07-07
14809,2001-07-08,22.8,30.2,2001-07-08
14810,2001-07-09,22.1,32.4,2001-07-09
14811,2001-07-10,22.6,32.6,2001-07-10
14812,2001-07-11,24.4,33.5,2001-07-11
14813,2001-07-12,24.4,33.2,2001-07-12
14814,2001-07-13,23.8,32.8,2001-07-13
14815,2001-07-14,23.6,33.3,2001-07-14
14816,2001-07-15,23.8,33.2,2001-07-15
14817,2001-07-16,24.0,30.4,2001-07-16
14818,2001-07-17,22.6,32.0,2001-07-17
14819,2001-07-18,22.4,33.2,2001-07-18
14820,2001-07-19,23.4,33.0,2001-07-19
14821,2001-07-20,23.0,33.7,2001-07-20
14822,2001-07-21,24.2,33.9,2001-07-21
14823,2001-07-22,22.1,28.4,2001-07-22
14824,2001-07-23,21.3,32.6,2001-07-23
14825,2001-07-24,23.2,32.8,2001-07-24
14826,2001-07-25,23.6,32.2,2001-07-25
14827,2001-07-26,22.8,33.5,2001-07-26
14828,2001-07-27,22.8,32.4,2001-07-27
14829,2001-07-28,22.8,31.8,2001-07-28
14830,2001-07-29,21.5,26.4,2001-07-29
14831,2001-07-30,20.9,29.8,2001-07-30
14832,2001-07-31,20.9,32.6,2001-07-31
14833,2001-08-01,22.4,33.7,2001-08-01
14834,2001-08-02,23.0,33.7,2001-08-02
14835,2001-08-03,23.4,34.3,2001-08-03
14836,2001-08-04,21.9,33.0,2001-08-04
14837,2001-08-05,21.5,33.5,2001-08-05
14838,2001-08-06,23.0,34.1,2001-08-06
14839,2001-08-07,22.8,34.5,2001-08-07
14840,2001-08-08,21.9,35.1,2001-08-08
14841,2001-08-09,24.8,33.0,2001-08-09
14842,2001-08-10,22.8,34.1,2001-08-10
14843,2001-08-11,24.4,34.9,2001-08-11
14844,2001-08-12,24.4,33.9,2001-08-12
14845,2001-08-13,22.6,31.6,2001-08-13
14846,2001-08-14,23.4,33.9,2001-08-14
14847,2001-08-15,23.6,34.5,2001-08-15
14848,2001-08-16,23.8,34.7,2001-08-16
14849,2001-08-17,23.8,35.1,2001-08-17
14850,2001-08-18,23.8,35.3,2001-08-18
14851,2001-08-19,25.0,36.1,2001-08-19
14852,2001-08-20,25.0,34.9,2001-08-20
14853,2001-08-21,25.0,35.1,2001-08-21
14854,2001-08-22,24.6,36.7,2001-08-22
14855,2001-08-23,23.6,34.9,2001-08-23
14856,2001-08-24,23.4,28.8,2001-08-24
14857,2001-08-25,23.4,33.9,2001-08-25
14858,2001-08-26,23.8,35.1,2001-08-26
14859,2001-08-27,25.2,36.3,2001-08-27
14860,2001-08-28,23.6,36.5,2001-08-28
14861,2001-08-29,24.8,36.5,2001-08-29
14862,2001-08-30,25.2,36.7,2001-08-30
14863,2001-08-31,25.2,35.9,2001-08-31
14864,2001-09-01,24.9,35.1,2001-09-01
14865,2001-09-02,24.3,35.7,2001-09-02
14866,2001-09-03,23.9,34.9,2001-09-03
14867,2001-09-04,23.5,35.7,2001-09-04
14868,2001-09-05,23.5,35.1,2001-09-05
14869,2001-09-06,23.7,33.1,2001-09-06
